bioguide_id,full_name,birthyear,image,office_address,phone,website,fec_id,bioname,chamber,left_right_ideology,party_code,state_abbrev,district_code,icpsr,party
H001046,Martin Heinrich,1971.0,https://www.congress.gov/img/member/h001046_200.jpg,"709 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-5521,https://www.heinrich.senate.gov/,S2NM00088,"HEINRICH, Martin",Senate,-0.333,100,NM,0,20930,Democrat
H001047,James A. Himes,1966.0,https://www.congress.gov/img/member/h001047_200.jpg,"2137 Rayburn House Office Building, Washington, DC 20515",(202) 225-5541,https://himes.house.gov/,H8CT04172,"HIMES, James A.",House,-0.241,100,CT,4,20907,Democrat
H001052,Andy Harris,1957.0,https://www.congress.gov/img/member/117_rp_md_1_harris_andy_200.jpg,"1536 Longworth House Office Building, Washington, DC 20515",(202) 225-5311,https://harris.house.gov/,H8MD01094,"HARRIS, Andy",House,0.674,200,MD,1,21139,Republican
H001058,Bill Huizenga,1969.0,https://www.congress.gov/img/member/h001058_200.jpg,"2232 Rayburn House Office Building, Washington, DC 20515",(202) 225-4401,https://huizenga.house.gov/,H0MI02094,"HUIZENGA, Bill",House,0.531,200,MI,4,21142,Republican
H001061,John Hoeven,1957.0,https://www.congress.gov/img/member/h001061_200.jpg,"338 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-2551,https://www.hoeven.senate.gov,S0ND00093,"HOEVEN, John",Senate,0.4,200,ND,0,41107,Republican
H001066,Steven Horsford,1973.0,https://www.congress.gov/img/member/h001066_200.jpg,"406 Cannon House Office Building, Washington, DC 20515",(202) 225-9894,https://horsford.house.gov,H2NV04011,"HORSFORD, Steven",House,-0.319,100,NV,4,21339,Democrat
H001067,Richard Hudson,1971.0,https://www.congress.gov/img/member/h001067_200.jpg,"2112 Rayburn House Office Building, Washington, DC 20515",(202) 225-3715,https://hudson.house.gov,H2NC08185,"HUDSON, Richard",House,0.523,200,NC,9,21346,Republican
H001068,Jared Huffman,1964.0,https://www.congress.gov/img/member/h001068_200.jpg,"2330 Rayburn House Office Building, Washington, DC 20515",(202) 225-5161,https://huffman.house.gov,H2CA06259,"HUFFMAN, Jared",House,-0.43,100,CA,2,21303,Democrat
H001072,J. French Hill,1956.0,https://www.congress.gov/img/member/h001072_200.jpg,"1533 Longworth House Office Building, Washington, DC 20515",(202) 225-2506,https://hill.house.gov/,H4AR02141,"HILL, French",House,0.436,200,AR,2,21503,Republican
H001076,Margaret Wood Hassan,1958.0,https://www.congress.gov/img/member/h001076_200.jpg,"324 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3324,https://www.hassan.senate.gov,S6NH00091,"HASSAN, Margaret (Maggie)",Senate,-0.23,100,NH,0,41702,Democrat
H001077,Clay Higgins,1961.0,https://www.congress.gov/img/member/h001077_200.jpg,"572 Cannon House Office Building, Washington, DC 20515",(202) 225-2031,https://clayhiggins.house.gov,H6LA03148,"HIGGINS, Clay",House,0.625,200,LA,3,21724,Republican
H001079,Cindy Hyde-Smith,1959.0,https://www.congress.gov/img/member/h001079_200.jpg,"528 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-5054,https://www.hydesmith.senate.gov/,S8MS00261,"HYDE-SMITH, Cindy",Senate,0.452,200,MS,0,41707,Republican
H001081,Jahana Hayes,1973.0,https://www.congress.gov/img/member/h001081_200.jpg,"2049 Rayburn House Office Building, Washington, DC 20515",(202) 225-4476,https://hayes.house.gov,H8CT05245,"HAYES, Jahana",House,-0.332,100,CT,5,21931,Democrat
H001082,Kevin Hern,1961.0,https://www.congress.gov/img/member/h001082_200.jpg,"171 Cannon House Office Building, Washington, DC 20515",(202) 225-2211,https://hern.house.gov,H8OK01157,"HERN, Kevin",House,0.68,200,OK,1,21760,Republican
H001085,Chrissy Houlahan,1967.0,https://www.congress.gov/img/member/681bc0e6b763f94d6e471f50_200.jpg,"1727 Longworth House Office Building, Washington, DC 20515",(202) 225-4315,https://houlahan.house.gov/,H8PA06087,"HOULAHAN, Christina",House,-0.261,100,PA,6,21934,Democrat
H001086,Diana Harshbarger,1960.0,https://www.congress.gov/img/member/h001086_200.jpg,"167 Cannon House Office Building, Washington, DC 20515",(202) 225-6356,https://harshbarger.house.gov,H0TN01118,"HARSHBARGER, Diana",House,0.675,200,TN,1,22122,Republican
H001089,Josh Hawley,1979.0,https://www.congress.gov/img/member/h001089_200.jpg,"381 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-6154,https://www.hawley.senate.gov,S4MO00045,"HAWLEY, Joshua David",Senate,0.832,200,MO,0,41901,Republican
H001090,Josh Harder,1986.0,https://www.congress.gov/img/member/h001090_200.jpg,"209 Cannon House Office Building, Washington, DC 20515",(202) 225-4540,https://harder.house.gov/,H8CA10126,"HARDER, Josh",House,-0.293,100,CA,9,21930,Democrat
H001091,Ashley Hinson,1983.0,https://www.congress.gov/img/member/677ed0c7514c773869b6b920_200.jpg,"2458 Rayburn House Office Building, Washington, DC 20515",(202) 225-2911,https://hinson.house.gov,H0IA01174,"HINSON, Ashley",House,0.352,200,IA,2,22124,Republican
H001093,Erin Houchin,1976.0,https://www.congress.gov/img/member/h001093_200.jpg,"342 Cannon House Office Building, Washington, DC 20515",(202) 225-5315,https://houchin.house.gov,H6IN09143,"HOUCHIN, Erin",House,0.636,200,IN,9,22326,Republican
H001094,Val T. Hoyle,1964.0,https://www.congress.gov/img/member/h001094_200.jpg,"1620 Longworth House Office Building, Washington, DC 20515",(202) 225-6416,https://hoyle.house.gov,H2OR04095,"HOYLE, Val",House,-0.228,100,OR,4,22327,Democrat
H001095,Wesley Hunt,1981.0,https://www.congress.gov/img/member/h001095_200.jpg,"1520 Longworth House Office Building, Washington, DC 20515",(202) 225-5646,https://hunt.house.gov,H6TX38024,"HUNT, Wesley",House,0.591,200,TX,38,22328,Republican
H001096,Harriet M. Hageman,1962.0,https://www.congress.gov/img/member/h001096_200.jpg,"1227 Longworth House Office Building, Washington, DC 20515",(202) 225-2311,https://hageman.house.gov,H2WY00166,"HAGEMAN, Harriet",House,0.649,200,WY,1,22325,Republican
H001098,Abraham J. Hamadeh,1991.0,https://www.congress.gov/img/member/67742a6f0b34857ecc9090c5_200.jpg,"1722 Longworth House Office Building, Washington, DC 20515",(202) 225-4576,https://hamadeh.house.gov/,H4AZ08108,"HAMADEH, Abraham J.",House,0.643,200,AZ,8,22522,Republican
H001099,Mike Haridopolos,1970.0,https://www.congress.gov/img/member/67742ab50b34857ecc9090cb_200.jpg,"1039 Longworth House Office Building, Washington, DC 20515",(202) 225-3671,https://haridopolos.house.gov/,H4FL08168,"HARIDOPOLOS, Mike",House,0.38,200,FL,8,22523,Republican
H001100,Jeff Hurd,1979.0,https://www.congress.gov/img/member/67742c5e0b34857ecc9090d1_200.jpg,"1641 Longworth House Office Building, Washington, DC 20515",(202) 225-4676,https://hurd.house.gov/,H4CO03357,"HURD, Jeff",House,0.332,200,CO,3,22526,Republican
H001101,Pat Harrigan,1987.0,https://www.congress.gov/img/member/67742ca40b34857ecc9090d7_200.jpg,"1233 Longworth House Office Building, Washington, DC 20515",(202) 225-2576,https://harrigan.house.gov/,H2NC13243,"HARRIGAN, Pat",House,0.981,200,NC,10,22524,Republican
H001102,Mark Harris,1966.0,https://www.congress.gov/img/member/67742d1b0b34857ecc9090dd_200.jpg,"126 Cannon House Office Building, Washington, DC 20515",(202) 225-1976,https://markharris.house.gov/,H2NC08029,"HARRIS, Mark",House,0.867,200,NC,8,22525,Republican
H001103,Pablo José Hernández,1991.0,https://www.congress.gov/img/member/67742d980b34857ecc9090e3_200.jpg,"1419 Longworth House Office Building, Washington, DC 20510",(202) 225-2615,https://hernandez.house.gov/,,"HERNÁNDEZ, Pablo José",House,-0.463,100,PR,0,22560,Democrat
H001104,Jon Husted,1967.0,https://www.congress.gov/img/member/67f0316b1b05a5a598f7fdf3_200.jpg,"304 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3353,https://www.husted.senate.gov/,S6OH00304,"HUSTED, Jon Allen",Senate,0.717,200,OH,0,42505,Republican
I000056,Darrell Issa,1953.0,https://www.congress.gov/img/member/i000056_200.jpg,"2108 Rayburn House Office Building, Washington, DC 20515",(202) 225-5672,https://issa.house.gov,H0CA48024,"ISSA, Darrell",House,0.476,200,CA,48,20107,Republican
I000058,Glenn Ivey,1961.0,https://www.congress.gov/img/member/i000058_200.jpg,"1610 Longworth House Office Building, Washington, DC 20515",(202) 225-8699,https://ivey.house.gov,H2MD04315,"IVEY, Glenn",House,-0.457,100,MD,4,22329,Democrat
J000288,"Henry C. ""Hank"" Johnson, Jr.",1954.0,https://www.congress.gov/img/member/j000288_200.jpg,"2240 Rayburn House Office Building, Washington, DC 20515",(202) 225-1605,https://hankjohnson.house.gov/,H6GA04129,"JOHNSON, Hank",House,-0.478,100,GA,4,20712,Democrat
J000289,Jim Jordan,1964.0,https://www.congress.gov/img/member/j000289_200.jpg,"2056 Rayburn House Office Building, Washington, DC 20515",(202) 225-2676,https://jordan.house.gov/,H6OH04082,"JORDAN, Jim",House,0.712,200,OH,4,20738,Republican
J000293,Ron Johnson,1955.0,https://www.congress.gov/img/member/j000293_200.jpg,"328 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-5323,https://www.ronjohnson.senate.gov/,S2WI00136,"JOHNSON, Ron",Senate,0.641,200,WI,0,41111,Republican
J000294,Hakeem S. Jeffries,1970.0,https://www.congress.gov/img/member/j000294_200.jpg,"2267 Rayburn House Office Building, Washington, DC 20515",(202) 225-5936,https://jeffries.house.gov,H2NY10092,"JEFFRIES, Hakeem",House,-0.484,100,NY,8,21343,Democrat
J000295,David P. Joyce,1957.0,https://www.congress.gov/img/member/j000295_200.jpg,"2065 Rayburn House Office Building, Washington, DC 20515",(202) 225-5731,https://joyce.house.gov,H6OH14131,"JOYCE, David",House,0.251,200,OH,14,21353,Republican
J000298,Pramila Jayapal,1965.0,https://www.congress.gov/img/member/116_rp_wa_7_jayapal_pramila_200.jpg,"2346 Rayburn House Office Building, Washington, DC 20515",(202) 225-3106,https://jayapal.house.gov,H6WA07458,"JAYAPAL, Pramila",House,-0.621,100,WA,7,21726,Democrat
J000299,Mike Johnson,1972.0,https://www.congress.gov/img/member/67ffcb2af22eaf56065817c4_200.jpg,"521 Cannon House Office Building, Washington, DC 20515",(202) 225-2777,https://mikejohnson.house.gov,H2LA04020,"JOHNSON, Mike",House,0.565,200,LA,4,21727,Republican
J000301,Dusty Johnson,1976.0,https://www.congress.gov/img/member/j000301_200.jpg,"1714 Longworth House Office Building, Washington, DC 20515",(202) 225-2801,https://dustyjohnson.house.gov/,H8SD01055,"JOHNSON, Dustin",House,0.467,200,SD,1,21935,Republican
J000302,John Joyce,1957.0,https://www.congress.gov/img/member/j000302_200.jpg,"2102 Rayburn House Office Building, Washington, DC 20515",(202) 225-2431,https://johnjoyce.house.gov/,H8PA13125,"JOYCE, John",House,0.579,200,PA,13,21936,Republican
J000304,Ronny Jackson,1967.0,https://www.congress.gov/img/member/j000304_200.jpg,"125 Cannon House Office Building, Washington, DC 20515",(202) 225-3706,https://jackson.house.gov,H0TX13228,"JACKSON, Ronny",House,0.785,200,TX,13,22125,Republican
J000305,Sara Jacobs,1989.0,https://www.congress.gov/img/member/j000305_200.jpg,"2348 Rayburn House Office Building, Washington, DC 20515",(202) 225-2040,https://sarajacobs.house.gov,H8CA49074,"JACOBS, Sara",House,-0.405,100,CA,51,22126,Democrat
J000307,John James,1981.0,https://www.congress.gov/img/member/j000307_200.jpg,"1519 Longworth House Office Building, Washington, DC 20515",(202) 225-4961,https://james.house.gov,H2MI10119,"JAMES, John",House,0.311,200,MI,10,22332,Republican
J000309,Jonathan L. Jackson,1966.0,https://www.congress.gov/img/member/j000309_200.jpg,"1632 Longworth House Office Building, Washington, DC 20515",(202) 225-4372,https://jonathanjackson.house.gov,H4IL18034,"JACKSON, Jonathan",House,-0.335,100,IL,1,22330,Democrat
J000310,Julie Johnson,1966.0,https://www.congress.gov/img/member/67742df60b34857ecc9090e9_200.jpg,"221 Cannon House Office Building, Washington, DC 20515",(202) 225-2231,https://juliejohnson.house.gov/,H4TX32089,"JOHNSON, Julie",House,-0.4,100,TX,32,22528,Democrat
J000311,Brian Jack,1988.0,https://www.congress.gov/img/member/67742e330b34857ecc9090ef_200.jpg,"1320 Longworth House Office Building, Washington, DC 20515",(202) 225-5901,https://jack.house.gov/,H0GA07034,"JACK, Brian",House,0.535,200,GA,3,22527,Republican
J000312,James C. Justice,1951.0,https://www.congress.gov/img/member/67c86b5e6159152e59828b1a_200.jpg,"G12 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3954,https://www.justice.senate.gov/,S4WV00332,"JUSTICE, James Conley, II",Senate,0.564,200,WV,0,42504,Republican
K000009,Marcy Kaptur,1946.0,https://www.congress.gov/img/member/k000009_200.jpg,"2314 Rayburn House Office Building, Washington, DC 20515",(202) 225-4146,https://kaptur.house.gov/,H2OH09031,"KAPTUR, Marcia Carolyn (Marcy)",House,-0.343,100,OH,9,15029,Democrat
K000367,Amy Klobuchar,1960.0,https://www.congress.gov/img/member/k000367_200.jpg,"425 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3244,https://www.klobuchar.senate.gov/,S6MN00267,"KLOBUCHAR, Amy",Senate,-0.278,100,MN,0,40700,Democrat
K000375,William R. Keating,1952.0,https://www.congress.gov/img/member/k000375_200.jpg,"2372 Rayburn House Office Building, Washington, DC 20515",(202) 225-3111,https://keating.house.gov/,H0MA10082,"KEATING, William R.",House,-0.329,100,MA,9,21140,Democrat
K000376,Mike Kelly,1948.0,https://www.congress.gov/img/member/k000376_200.jpg,"1707 Longworth House Office Building, Washington, DC 20515",(202) 225-5406,https://kelly.house.gov,H0PA03271,"KELLY, Mike",House,0.378,200,PA,16,21167,Republican
K000377,Mark Kelly,1964.0,https://www.congress.gov/img/member/k000377_200.jpg,"516 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-2235,https://www.kelly.senate.gov,S0AZ00350,"KELLY, Mark Edward",Senate,-0.256,100,AZ,0,41905,Democrat
K000383,Angus S. King Jr.,1944.0,https://www.congress.gov/img/member/k000383_200.jpg,"133 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-5344,https://www.king.senate.gov/,S2ME00109,"KING, Angus Stanley, Jr.",Senate,-0.169,328,ME,0,41300,Independent
K000384,Tim Kaine,1958.0,https://www.congress.gov/img/member/k000384_200.jpg,"231 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-4024,https://www.kaine.senate.gov/,S2VA00142,"KAINE, Timothy Michael (Tim)",Senate,-0.243,100,VA,0,41305,Democrat
K000385,Robin L. Kelly,1956.0,https://www.congress.gov/img/member/116_rp_il_2_kelly_robin_200.jpg,"2329 Rayburn House Office Building, Washington, DC 20515",(202) 225-0773,https://robinkelly.house.gov/,H2IL02172,"KELLY, Robin L.",House,-0.473,100,IL,2,21371,Democrat
K000388,Trent Kelly,1966.0,https://www.congress.gov/img/member/116_rp_ms_1_kelly_trent_200.jpg,"2243 Rayburn House Office Building, Washington, DC 20515",(202) 225-4306,https://trentkelly.house.gov/,H2MS01015,"KELLY, Trent",House,0.637,200,MS,1,21561,Republican
K000389,Ro Khanna,1976.0,https://www.congress.gov/img/member/k000389_200.jpg,"306 Cannon House Office Building, Washington, DC 20515",(202) 225-2631,https://khanna.house.gov,H4CA12055,"KHANNA, Rohit",House,-0.456,100,CA,17,21728,Democrat
K000391,Raja Krishnamoorthi,1973.0,https://www.congress.gov/img/member/k000391_200.jpg,"2367 Rayburn House Office Building, Washington, DC 20515",(202) 225-3711,https://krishnamoorthi.house.gov,H6IL08147,"KRISHNAMOORTHI, S. Raja",House,-0.347,100,IL,8,21730,Democrat
K000392,David Kustoff,1966.0,https://www.congress.gov/img/member/116_rp_tn_8_kustoff_david_200.jpg,"560 Cannon House Office Building, Washington, DC 20515",(202) 225-4714,https://kustoff.house.gov,H2TN07103,"KUSTOFF, David",House,0.541,200,TN,8,21731,Republican
K000393,John Kennedy,1951.0,https://www.congress.gov/img/member/k000393_200.jpg,"437 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-4623,https://www.kennedy.senate.gov,S4LA00065,"KENNEDY, John Neely",Senate,0.562,200,LA,0,41703,Republican
K000394,Andy Kim,1982.0,https://www.congress.gov/img/member/677d84cbfdb6cf36bbb649a1_200.jpg,"520 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-4744,https://www.kim.senate.gov/,S4NJ00466,"KIM, Andy",Senate,-0.399,100,NJ,0,21937,Democrat
K000397,Young Kim,1962.0,https://www.congress.gov/img/member/k000397_200.jpg,"2439 Rayburn House Office Building, Washington, DC 20515",(202) 225-4111,https://youngkim.house.gov,H8CA39240,"KIM, Young",House,0.256,200,CA,40,22129,Republican
K000398,"Thomas H. Kean, Jr.",1968.0,https://www.congress.gov/img/member/k000398_200.jpg,"251 Cannon House Office Building, Washington, DC 20515",(202) 225-5361,https://kean.house.gov,H0NJ07089,"KEAN, Thomas",House,0.201,200,NJ,7,22334,Republican
K000399,Jennifer A. Kiggans,1971.0,https://www.congress.gov/img/member/66b0ce45b0288a917d98f619_200.jpg,"152 Cannon House Office Building, Washington, DC 20515",(202) 225-4215,https://kiggans.house.gov,H2VA02064,"KIGGANS, Jennifer",House,0.26,200,VA,2,22335,Republican
K000400,Sydney Kamlager-Dove,1972.0,https://www.congress.gov/img/member/k000400_200.jpg,"144 Cannon House Office Building, Washington, DC 20515",(202) 225-7084,https://kamlager-dove.house.gov,H2CA37304,"KAMLAGER-DOVE, Sydney",House,-0.527,100,CA,37,22333,Democrat
K000401,Kevin Kiley,1985.0,https://www.congress.gov/img/member/k000401_200.jpg,"2445 Rayburn House Office Building, Washington, DC 20515",(202) 225-2523,https://kiley.house.gov,H2CA03157,"KILEY, Kevin",House,0.251,200,CA,3,22336,Republican
K000402,Timothy M. Kennedy,1976.0,https://www.congress.gov/img/member/668e9306658443009a697c8c_200.jpg,"423 Cannon House Office Building, Washington, DC 20515",(202) 225-3306,https://kennedy.house.gov,H4NY26078,"KENNEDY, Timothy M.",House,-0.362,100,NY,26,22377,Democrat
K000403,Mike Kennedy,1969.0,https://www.congress.gov/img/member/67742e7c0b34857ecc9090f5_200.jpg,"1626 Longworth House Office Building, Washington, DC 20515",(202) 225-7751,https://mikekennedy.house.gov/,H4UT03260,"KENNEDY, Mike",House,0.812,200,UT,3,22529,Republican
K000404,Kimberlyn King-Hinds,,https://www.congress.gov/img/member/67742f0a0b34857ecc9090fb_200.jpg,"425 Cannon House Office Building, Washington, DC 20510",(202) 225-2646,https://king-hinds.house.gov/,,"KING-HINDS, Kimberlyn",House,0.164,200,MP,0,22561,Republican
K000405,Brad Knott,1986.0,https://www.congress.gov/img/member/67742fc60b34857ecc909101_200.jpg,"1239 Longworth House Office Building, Washington, DC 20515",(202) 225-4531,https://knott.house.gov/,H4NC13116,"KNOTT, Brad",House,0.867,200,NC,13,22530,Republican
L000273,Teresa Leger Fernandez,1959.0,https://www.congress.gov/img/member/l000273_200.jpg,"2417 Rayburn House Office Building, Washington, DC 20515",(202) 225-6190,https://fernandez.house.gov,H0NM03102,"LEGER FERNANDEZ, Teresa",House,-0.363,100,NM,3,22131,Democrat
L000397,Zoe Lofgren,1947.0,https://www.congress.gov/img/member/671024d7ec807bca66057fcb_200.jpg,"1401 Longworth House Office Building, Washington, DC 20515",(202) 225-3072,https://lofgren.house.gov/,H4CA16049,"LOFGREN, Zoe",House,-0.397,100,CA,18,29504,Democrat
L000491,Frank D. Lucas,1960.0,https://www.congress.gov/img/member/116_rp_ok_3_lucas_frank_200.jpg,"2405 Rayburn House Office Building, Washington, DC 20515",(202) 225-5565,https://lucas.house.gov,H4OK06056,"LUCAS, Frank D.",House,0.361,200,OK,3,29393,Republican
L000557,John B. Larson,1948.0,https://www.congress.gov/img/member/l000557_200.jpg,"1501 Longworth House Office Building, Washington, DC 20515",(202) 225-2265,https://larson.house.gov/,H8CT01046,"LARSON, John B.",House,-0.396,100,CT,1,29908,Democrat
L000560,Rick Larsen,1965.0,https://www.congress.gov/img/member/116_rp_wa_2_larsen_rick_200.jpg,"2163 Rayburn House Office Building, Washington, DC 20515",(202) 225-2605,https://larsen.house.gov,H0WA02080,"LARSEN, Richard Ray (Rick)",House,-0.365,100,WA,2,20145,Democrat
L000562,Stephen F. Lynch,1955.0,https://www.congress.gov/img/member/l000562_200.jpg,"2109 Rayburn House Office Building, Washington, DC 20515",(202) 225-8273,https://lynch.house.gov/,H4MA08039,"LYNCH, Stephen F.",House,-0.344,100,MA,8,20119,Democrat
L000566,Robert E. Latta,1956.0,https://www.congress.gov/img/member/l000566_200.jpg,"2470 Rayburn House Office Building, Washington, DC 20515",(202) 225-6405,https://latta.house.gov/,H6OH05022,"LATTA, Robert E.",House,0.509,200,OH,5,20755,Republican
L000570,Ben Ray Luján,1972.0,https://www.congress.gov/img/member/l000570_200.jpg,"498 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-6621,https://www.lujan.senate.gov,S0NM00058,"LUJÁN, Ben Ray",Senate,-0.378,100,NM,0,20932,Democrat
L000571,Cynthia M. Lummis,1954.0,https://www.congress.gov/img/member/l000571_200.jpg,"127A Russell Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-3424,https://www.lummis.senate.gov,S0WY00137,"LUMMIS, Cynthia M.",Senate,0.686,200,WY,0,20953,Republican
L000575,James Lankford,1968.0,https://www.congress.gov/img/member/l000575_200.jpg,"731 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-5754,https://www.lankford.senate.gov,S4OK00232,"LANKFORD, James",Senate,0.591,200,OK,0,21166,Republican
L000577,Mike Lee,1971.0,https://www.congress.gov/img/member/l000577_200.jpg,"363 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-5444,https://www.lee.senate.gov/,S8UT00259,"LEE, Mike",Senate,0.891,200,UT,0,41110,Republican
L000578,Doug LaMalfa,1960.0,https://www.congress.gov/img/member/l000578_200.jpg,"408 Cannon House Office Building, Washington, DC 20515",(202) 225-3076,https://lamalfa.house.gov,H2CA02142,"LaMALFA, Doug",House,0.542,200,CA,1,21302,Republican
L000582,Ted Lieu,1969.0,https://www.congress.gov/img/member/l000582_200.jpg,"2454 Rayburn House Office Building, Washington, DC 20515",(202) 225-3976,https://lieu.house.gov/,H4CA33119,"LIEU, Ted",House,-0.373,100,CA,36,21507,Democrat
L000583,Barry Loudermilk,1963.0,https://www.congress.gov/img/member/115_rp_ga_11_loudermilk_barry_200.jpg,"2133 Rayburn House Office Building, Washington, DC 20515",(202) 225-2931,https://loudermilk.house.gov,H4GA11061,"LOUDERMILK, Barry D.",House,0.679,200,GA,11,21515,Republican
L000585,Darin LaHood,1968.0,https://www.congress.gov/img/member/115_rp_il_18_lahood_darin_200.jpg,"503 Cannon House Office Building, Washington, DC 20515",(202) 225-6201,https://lahood.house.gov/,H6IL18088,"LaHOOD, Darin",House,0.462,200,IL,16,21562,Republican
L000590,Susie Lee,1966.0,https://www.congress.gov/img/member/l000590_200.jpg,"365 Cannon House Office Building, Washington, DC 20515",(202) 225-3252,https://susielee.house.gov,H6NV04020,"LEE, Susie",House,-0.227,100,NV,3,21938,Democrat
L000593,Mike Levin,1978.0,https://www.congress.gov/img/member/l000593_200.jpg,"2352 Rayburn House Office Building, Washington, DC 20515",(202) 225-3906,https://levin.house.gov/,H8CA49058,"LEVIN, Mike",House,-0.318,100,CA,49,21939,Democrat
L000595,Julia Letlow,1981.0,https://www.congress.gov/img/member/l000595_200.jpg,"142 Cannon House Office Building, Washington, DC 20515",(202) 225-8490,https://letlow.house.gov,H2LA05126,"LETLOW, Julia",House,0.427,200,LA,5,22157,Republican
L000596,Anna Paulina Luna,1989.0,https://www.congress.gov/img/member/l000596_200.jpg,"226 Cannon House Office Building, Washington, DC 20515",(202) 225-5961,https://luna.house.gov,H0FL13158,"LUNA, Anna",House,0.567,200,FL,13,22343,Republican
L000597,Laurel M. Lee,1974.0,https://www.congress.gov/img/member/l000597_200.jpg,"2464 Rayburn House Office Building, Washington, DC 20515",(202) 225-5626,https://laurellee.house.gov,H8FL19059,"LEE, Laurel",House,0.41,200,FL,15,22341,Republican
L000598,Nick LaLota,1978.0,https://www.congress.gov/img/member/l000598_200.jpg,"122 Cannon House Office Building, Washington, DC 20515",(202) 225-3826,https://lalota.house.gov,H2NY01190,"LALOTA, Nicholas",House,0.253,200,NY,1,22337,Republican
L000599,Michael Lawler,1986.0,https://www.congress.gov/img/member/l000599_200.jpg,"324 Cannon House Office Building, Washington, DC 20515",(202) 225-6506,https://lawler.house.gov,H2NY17162,"LAWLER, Michael",House,0.193,200,NY,17,22340,Republican
L000600,Nicholas A. Langworthy,1981.0,https://www.congress.gov/img/member/680901e76c2e6631263de716_200.jpg,"422 Cannon House Office Building, Washington, DC 20515",(202) 225-3161,https://langworthy.house.gov,H2NY23228,"LANGWORTHY, Nick",House,0.419,200,NY,23,22339,Republican
L000601,Greg Landsman,1976.0,https://www.congress.gov/img/member/l000601_200.jpg,"2244 Rayburn House Office Building, Washington, DC 20515",(202) 225-2216,https://landsman.house.gov,H2OH01194,"LANDSMAN, Greg",House,-0.225,100,OH,1,22338,Democrat
L000602,Summer L. Lee,1987.0,https://www.congress.gov/img/member/l000602_200.jpg,"2437 Rayburn House Office Building, Washington, DC 20515",(202) 225-2135,https://summerlee.house.gov,H0PA12199,"LEE, Summer",House,-0.414,100,PA,12,22342,Democrat
L000603,Morgan Luttrell,1975.0,https://www.congress.gov/img/member/l000603_200.jpg,"444 Cannon House Office Building, Washington, DC 20515",(202) 225-4901,https://luttrell.house.gov,H2TX08182,"LUTTRELL, Morgan",House,0.599,200,TX,8,22344,Republican
L000606,George Latimer,1953.0,https://www.congress.gov/img/member/6774301b0b34857ecc909107_200.jpg,"1507 Longworth House Office Building, Washington, DC 20515",(202) 225-2464,https://latimer.house.gov/,H4NY16087,"LATIMER, George",House,-0.419,100,NY,16,22531,Democrat
L000607,Sam T. Liccardo,1970.0,https://www.congress.gov/img/member/6774305d0b34857ecc90910d_200.jpg,"1117 Longworth House Office Building, Washington, DC 20515",(202) 225-8104,https://liccardo.house.gov/,H4CA16197,"LICCARDO, Sam T.",House,-0.36,100,CA,16,22532,Democrat
M000133,Edward J. Markey,1946.0,https://www.congress.gov/img/member/m000133_200.jpg,"255 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-2742,https://www.markey.senate.gov,S4MA00028,"MARKEY, Edward John",Senate,-0.517,100,MA,0,14435,Democrat
M000194,Nancy Mace,1977.0,https://www.congress.gov/img/member/m000194_200.jpg,"1728 Longworth House Office Building, Washington, DC 20515",(202) 225-3176,https://mace.house.gov,H0SC01394,"MACE, Nancy",House,0.343,200,SC,1,22132,Republican
M000312,James P. McGovern,1959.0,https://www.congress.gov/img/member/117_rp_ma_2_mcgovern_james_200.jpg,"370 Cannon House Office Building, Washington, DC 20515",(202) 225-6101,https://mcgovern.house.gov/,H4MA03022,"McGOVERN, James P.",House,-0.538,100,MA,2,29729,Democrat
M000317,Nicole Malliotakis,1980.0,https://www.congress.gov/img/member/m000317_200.jpg,"1124 Longworth House Office Building, Washington, DC 20515",(202) 225-3371,https://malliotakis.house.gov,H0NY11078,"MALLIOTAKIS, Nicole",House,0.336,200,NY,11,22133,Republican
