,actiondate,actiondesc,currentchamber,currentchambercode,lastsummaryupdatedate,text,updatedate,versioncode,bill_number,bill_type
1019,2025-02-07,Introduced in House,House,H,2025-06-05T15:12:24Z,<p><strong>No More Funding for NPR Act of 2025</strong></p><p>This bill prohibits federal funding of National Public Radio (NPR) or any successor organization and rescinds certain funds that were provided to NPR.</p><p>The prohibition includes the payment of dues to or the purchase of programming from NPR by a public broadcast station using federal funds. The prohibition does not include funds made available to NPR during certain periods of disaster response and for the sole purpose of disseminating urgent information to protect public safety.</p>,2025-06-05T15:13:10Z,0,1146,HR
1020,2025-01-28,Introduced in House,House,H,2025-06-05T10:22:35Z,"<p><strong>No Track No Tax Act of 2025</strong></p><p>This bill prohibits the use (directly or indirectly) of federal funds to study, propose, establish, implement, or enforce any state, local, or federal mileage tax, including through the funding of a mileage tracking program.</p>",2025-06-05T10:23:39Z,0,781,HR
1021,2025-02-05,Introduced in Senate,Senate,S,2025-06-04T21:09:12Z,"<p><strong>Space Commerce Advisory Committee Act</strong></p><p>This bill requires the Office of Space Commerce to establish a Commercial Space Activity Advisory Committee to provide information and recommendations on nongovernmental space activities and promoting a robust and innovative commercial space sector.&nbsp;</p><p>Among other duties, the committee is directed to identify challenges to the U.S. commercial space sector and to review best practices for commercial space entities with respect to avoiding harmful contamination of the Moon and other celestial bodies and adverse impacts to the Earth’s environment from extraterrestrial matter.&nbsp;</p><p>The committee must be comprised of representatives from varying fields with significant experience in the commercial space industry. The committee must terminate ten years after it is established.&nbsp;</p>",2025-06-04T21:10:14Z,0,434,S
1022,2025-02-04,Introduced in Senate,Senate,S,2025-06-04T20:57:14Z,"<p><strong>Protecting Our Supreme Court Justices Act of 2025 </strong></p><p>This bill increases the statutory maximum prison term—from one year to five years—for picketing or parading in or near a building or residence used by a judge, juror, witness, or court officer with the intent of interfering with, obstructing, or impeding the administration of justice, or with the intent of influencing a judge, juror, witness, or court officer, in the discharge of his or her duty.&nbsp;</p>",2025-06-04T20:57:58Z,0,399,S
1023,2025-02-04,Introduced in House,House,H,2025-06-04T20:38:32Z,"<p><strong>Fair Audits and Inspections for Regulators’ Exams Act or the FAIR Exams Act</strong></p><p>This bill establishes new procedures related to the federal examination of financial intuitions. Specifically, the bill establishes the Office of Independent Examination Review within the Federal Financial Institutions Examination Council to adjudicate appeals and investigate complaints from financial institutions concerning examination reports. Under the bill, financial institutions have the right to obtain an independent review of a material supervisory determination contained in a final report of examination. The bill sets forth provisions regarding hearings and final decisions.&nbsp;</p><p>The bill also sets deadlines for federal financial regulatory agencies to provide final examination reports and to perform exit interviews of a financial institution. In addition, the agency must list all materials relied upon in support of a material supervisory determination upon the request of the financial institution.</p>",2025-06-04T20:41:00Z,0,940,HR
1024,2025-02-04,Introduced in House,House,H,2025-06-04T20:28:32Z,"<p><strong>1071 Repeal to Protect Small Business Lending Act</strong></p><p>This bill repeals the statute that requires financial institutions to collect data regarding applications for women-owned, minority-owned, or small business loans. Currently, financial institutions must collect and report to the Consumer Financial Protection Bureau information on (1) how many applications were received; (2) the disposition of each application; (3) the type of loan; (4) the amount applied for; (5) the amount approved; and (6) each applicant’s census tract, revenue, race, sex, and ethnicity.</p>",2025-06-04T20:29:04Z,0,976,HR
1025,2025-02-04,Introduced in House,House,H,2025-06-04T20:07:56Z,"<p><strong>Protecting Social Security Act</strong></p><p>This bill provides funds for Social Security benefits payments in the event of the insolvency of one or both of the Social Security trust funds, and provides for the expedited consideration of legislation to address such insolvency in Congress.</p><p>Specifically, for any period in which the balance of the Federal Old-Age and Survivors Insurance Trust Fund or the Federal Disability Insurance Trust Fund is insufficient to cover monthly payments to beneficiaries, the bill provides funding in the amount necessary to make such payments.&nbsp;</p><p>Further, the bill requires the Social Security Administration (SSA) to notify Congress of the insolvency of either trust fund, and makes certain legislation to address the insolvency eligible for expedited consideration upon such a notification. The bill sets forth certain requirements for eligible legislation, including that it must ensure that individuals entitled to Social Security or disability benefits continue to receive payments in full. The bill also sets out procedures for the consideration of eligible legislation in each chamber of Congress, including through specified time limits for committee consideration and a prohibition on amendments.&nbsp;</p><p>Finally, the bill requires&nbsp;SSA to maintain a field office in every U.S. county with a population of more than 150,000.&nbsp;</p>",2025-06-04T20:09:09Z,0,963,HR
1026,2025-02-03,Introduced in Senate,Senate,S,2025-06-04T19:23:53Z,"<p><strong>FDA Modernization Act 3.0</strong></p><p>This bill requires the Food and Drug Administration (FDA) to publish an interim final rule implementing a provision of the Consolidated Appropriations Act of 2023 that authorized the use of certain alternatives to animal testing to support investigational use of a new drug.&nbsp;</p><p>The rule must replace references to animal tests, data, studies, models, and research with references to nonclinical tests, data, studies, models, and research throughout the FDA’s regulations governing investigational new drug applications, and may make other changes to the regulations as appropriate.&nbsp;</p><p>The rule must be published within one year of the bill’s enactment, and must take immediate effect as an interim final rule.&nbsp;</p>",2025-06-04T19:24:56Z,0,355,S
1027,2025-05-07,Introduced in Senate,Senate,S,2025-06-04T19:15:12Z,"<p><strong>Protecting Access to Ground Ambulance Medical Services Act of 2025</strong></p><p>This bill extends a specialized rate increase for Medicare payment of ground ambulance services in rural areas until January 1, 2028, and provides for a higher rate increase for services furnished between October 1, 2025, and January 1, 2028.</p>",2025-06-04T19:15:31Z,0,1643,S
1028,2025-05-07,Introduced in Senate,Senate,S,2025-06-04T19:14:33Z,"<p><strong>Medicare Patient Access and Practice Stabilization Act of 2025</strong></p><p>This bill increases certain payment adjustments under the Medicare physician fee schedule for services furnished between June 1, 2025, and January 1, 2026.</p>",2025-06-04T19:14:57Z,0,1640,S
1029,2025-05-01,Introduced in House,House,H,2025-06-04T19:14:03Z,<p><strong>Medicaid Improvement for Insular Areas Act of 2025</strong></p><p>This bill eliminates Medicaid funding limitations for U.S. territories beginning in FY2025.</p>,2025-06-04T19:14:17Z,0,3154,HR
1030,2025-04-24,Introduced in House,House,H,2025-06-04T19:12:57Z,"<p><b>Restoring Rights of Physicians to Own Hospitals Act</b></p> <p>This bill repeals provisions under the Stark law (i.e., the Physician Self-Referral Law) that require rural providers and physician-owned hospitals to meet certain additional criteria in order to be excepted under the Stark law.</p> <p>Specifically, the bill repeals provisions that require hospitals to meet the following criteria: </p> <ul> <li>the hospital had physician ownership or investment and a Medicare provider agreement as of December 31, 2010;</li> <li>the hospital does not expand the number of operating rooms, procedure rooms, or beds beyond the number in existence as of March 23, 2010, with limited exceptions; </li> <li>the hospital discloses certain information regarding physician ownership and investments to patients, the public, and the Centers for Medicare &amp; Medicaid Services;</li> <li>the hospital does not offer certain financial opportunities, and the percentage of ownership or investments does not exceed that in effect as of March 23, 2010; </li> <li>the hospital discloses certain information to patients relating to the availability of physicians and makes alternative arrangements when necessary; and</li> <li>the hospital was not converted from an ambulatory surgical center on or after March 23, 2010.</li> </ul>",2025-06-04T19:13:44Z,0,3022,HR
1031,2025-04-09,Introduced in House,House,H,2025-06-04T19:12:04Z,<p><strong>Retirement Freedom Act</strong></p><p>This bill allows an individual to opt out of Medicare hospital services benefits without also having to opt out of Social Security benefits and without having to repay Medicare hospital services benefits already received. The bill also allows an individual to opt back in with no penalty.</p>,2025-06-04T19:12:39Z,0,2793,HR
1032,2025-02-07,Introduced in House,House,H,2025-06-04T19:10:55Z,<p>This bill requires the Centers for Medicare &amp; Medicaid Services (CMS) to establish drug adherence guidelines for covered drugs under Medicare so as to achieve an adherence rate of 90%. The CMS must incorporate artificial&nbsp;intelligence and machine-learning technologies and promote generics and biosimilars when developing the guidance.</p>,2025-06-04T19:11:16Z,0,1142,HR
1033,2025-01-31,Introduced in House,House,H,2025-06-04T18:42:38Z,"<p><strong>National Human Trafficking Database Act</strong></p><p>This bill establishes a framework to collect comprehensive data on human trafficking.</p><p>At the federal level, the bill requires the Office for Victims of Crime (OVC) within the Department of Justice to establish an online database that includes human trafficking data for each state.</p><p>At the state level, the bill authorizes grants for covered state agencies (e.g., a state bureau of investigation or similar law enforcement agency) to collect and report human trafficking data to the OVC.</p>",2025-06-04T18:42:53Z,0,863,HR
1034,2025-01-30,Introduced in Senate,Senate,S,2025-06-04T18:41:12Z,"<p>This joint resolution nullifies the final guidance issued by the Commodity Futures Trading Commission (CFTC) titled <em>Commission Guidance Regarding the Listing of Voluntary Carbon Credit Derivative Contracts</em> and published on October 15, 2024. The guidance provides factors for designated contract markets (i.e., CFTC-regulated derivatives exchanges) to consider when listing voluntary carbon credit derivative contracts, including characteristics of transparency and permanence.&nbsp;</p>",2025-06-04T18:41:42Z,0,9,SJRES
1035,2025-01-24,Introduced in Senate,Senate,S,2025-06-04T18:38:56Z,"<p><strong>Alaska’s Right To Ivory Sales and Tradition Act or the ARTIST Act</strong></p><p>This bill prohibits states from imposing bans on marine mammal products produced by Alaska Natives.</p><p>Specifically, states may not prohibit the importation, sale, transfer, trade, barter, or possession of marine mammal ivory, marine mammal bone, or baleen legally produced by an Alaska Native as an authentic Alaska Native article of handicrafts and clothing.</p>",2025-06-04T18:39:19Z,0,254,S
1036,2025-01-21,Introduced in House,House,H,2025-06-04T18:35:10Z,"<p>This bill implements a means test for certain elementary and secondary school students aged 18 or older to collect Social Security child’s benefits.&nbsp;</p><p>Specifically, a child beneficiary aged 18 years or older may not be eligible for Social Security child’s benefits based on their status as a full-time elementary or secondary school student if the individual on whose wages and income the benefit is based (e.g., the child’s parent or guardian) (1) is entitled to Social Security benefits, (2) is 67 years of age or older, and (3) has more than $125,000 of annual earnings for the taxable year.&nbsp;</p>",2025-06-04T18:35:57Z,0,571,HR
1037,2025-01-23,Introduced in Senate,Senate,S,2025-06-04T18:22:39Z,<p>This resolution commends the Washington University in St. Louis Bears women’s soccer team on winning the 2024 Division III women’s soccer national championship.</p>,2025-06-04T18:23:25Z,0,34,SRES
1038,2025-01-16,Introduced in House,House,H,2025-06-04T18:06:52Z,"<p><strong>Protecting Access for Hunters and Anglers Act of 2025</strong></p><p>This bill bars the Fish and Wildlife Service (FWS), the&nbsp;Bureau of Land Management (BLM), and the Forest Service  from prohibiting or regulating the use of lead ammunition or tackle on federal land or water. The bill makes exceptions for specified existing regulations and where the FWS, the BLM, or the Forest Service&nbsp;determines that a decline in wildlife population at the specific unit of federal land or water is primarily caused by the use of lead in ammunition or tackle, based on the field data from such unit, and the state approves the regulations.</p>",2025-06-04T18:07:04Z,0,556,HR
1039,2025-05-23,Introduced in House,House,H,2025-06-04T10:12:05Z,"<p><strong></strong>This bill allows a state or local authority (e.g., a transit authority) to use public transportation grants to make a partial advance payment for bus rolling stock (e.g., transit buses).&nbsp;</p><p>Specifically, a public transportation grant recipient may use grant funds to make an advance payment of not more than 20% of the total purchase order value of a bus rolling stock vehicle without requiring the vehicle manufacturer to provide a performance bond (or&nbsp;similar financial arrangement). In order to make an advance payment, the&nbsp;recipient must meet certain requirements. For example, the recipient must have a signed purchase order and an executed contract with a vehicle manufacturer that includes advance payment provisions.</p>",2025-06-04T10:14:53Z,0,3586,HR
1040,2025-02-04,Introduced in House,House,H,2025-06-03T21:46:27Z,"<p><strong>National Origin-Based Antidiscrimination for Nonimmigrants Act or the NO BAN Act</strong></p><p>This bill imposes limitations on the President's authority to suspend or restrict aliens from entering the United States. It also prohibits religious discrimination in various immigration-related decisions, such as whether to issue an immigrant or nonimmigrant visa, unless there is a statutory basis for such discrimination.</p><p>The President may temporarily restrict the entry of any aliens or class of aliens after the Department of State determines that the restriction would address specific and credible facts that threaten U.S. interests such as public safety.</p><p>The bill also imposes limitations on such restrictions, such as requiring the President, State Department, and the Department of Homeland Security (DHS) to (1) only issue a restriction when required to address a compelling government interest, and (2) narrowly tailor the suspension to use the least restrictive means to achieve such an interest.</p><p>Before imposing a restriction, the State Department and DHS shall consult with Congress. The State Department and DHS shall report to Congress about the restriction within 48 hours of the restriction's imposition. If such a report is not made, the restriction shall immediately terminate.</p><p>Individuals or entities present in the United States and unlawfully harmed by such a restriction may sue in federal court.</p><p>The bill transfers the authority to suspend the entry of aliens traveling to the United States on a commercial airline that failed to comply with regulations related to detecting fraudulent travel documents from the Department of Justice to DHS.&nbsp;</p>",2025-06-03T21:47:03Z,0,924,HR
1041,2025-02-04,Introduced in House,House,H,2025-06-03T21:30:21Z,"<p><b>Access to Counsel Act </b></p> <p>This bill provides various protections for covered individuals subject to secondary or deferred inspections when seeking admission into the United States. Covered individuals include U.S. nationals, lawful permanent residents, non-U.S. nationals (<i>aliens </i>under federal law) in possession of a visa, returning asylees, and refugees.</p> <p>The Department of Homeland Security must ensure that a covered individual subject to secondary or deferred inspection has a meaningful opportunity to consult with counsel and certain related parties, such as a relative, within an hour of the start of the secondary inspection and as necessary during the inspection process. The counsel and related party must be allowed to advocate on behalf of the covered individual, including by providing evidence and information to the examining immigration officer.</p> <p>A lawful permanent resident subject to secondary or deferred inspection may not abandon lawful permanent resident status until the individual has had a meaningful opportunity to seek advice from counsel, unless the individual voluntarily and knowingly waives in writing this opportunity to seek counsel's advice. <br/></p>",2025-06-03T21:30:28Z,0,944,HR
1042,2025-01-21,Introduced in Senate,Senate,S,2025-06-03T21:25:36Z,"<p><strong>Creating Obstructions Necessary to Address Illegal and Nefarious Entry Rapidly Act or CONTAINER Act</strong></p><p>This bill requires the Department of the Interior and the Forest Service to allow border states to place temporary, movable structures on federal lands adjacent to the U.S.-Canada and U.S.-Mexico borders without a special use authorization.</p><p>Border states may place these structures on such lands for the purpose of securing the northern or southern border for a period of not more than one year. Interior and the Forest Service must approve extension requests in 90-day increments if U.S. Customs and Border Protection determines that operational control of the border area has not been achieved.</p>",2025-06-03T21:25:41Z,0,157,S
1043,2025-01-16,Introduced in House,House,H,2025-06-03T20:59:20Z,"<p><strong>Fair Assistance and Impartial Treatment of Help In Small Business Act</strong></p><p>This bill implements a proposed rule by the Small Business Administration (SBA) that allows certain faith-based organizations to access business loan and disaster assistance programs.&nbsp;</p><p>The programs include the Intermediary Lending Program (ILP), Business Loan programs (7(a), microloan,&nbsp;and 504 programs), Economic Injury Disaster Loan (EIDL) program, Military Reservist Economic Injury Disaster Loan (MREIDL) program, and Immediate Disaster Assistance Program (IDAP).&nbsp;</p><p>Current SBA regulations generally prohibit access to these programs if an organization is&nbsp;principally engaged in teaching, instructing, counseling, or indoctrinating religion or religious beliefs.</p><p>Recent Supreme Court opinions have found it unconstitutional to deny an otherwise qualified recipient access to a public benefit based solely on the organization's religious character (e.g., Trinity Lutheran Church of&nbsp;Columbia, Inc. v. Comer, 582 U.S. 449 (2017)).</p>",2025-06-03T20:59:26Z,0,522,HR
1044,2025-01-28,Introduced in Senate,Senate,S,2025-06-03T20:35:28Z,"<p><strong>Stop Illegal Reentry Act</strong></p><p>This bill increases criminal penalties for certain non-U.S. nationals (<em>aliens</em> under federal law) who illegally reenter the United States after removal or exclusion.</p><p>Generally, an individual who had been denied entry into or removed from the United States and who later enters or attempts to enter the United States without prior approval from the Department of Homeland Security shall be fined, imprisoned for up to five years, or both. Current law requires a fine, imprisonment for up to two years, or both, for such an individual.</p><p>An individual who had been denied entry or removed three or more times and who later enters or attempts to enter the United States shall be fined, imprisoned for up to 10 years, or both.</p><p>An individual who was convicted of an aggravated felony or convicted at least two times before removal or departure and who subsequently enters or tries to enter the United States shall be imprisoned at least 5 years and for up to 20 years and may also be fined. Currently, there is no minimum term of imprisonment for an individual who reenters after a conviction for an aggravated felony, and there are no criminal penalties for a reentering individual who had been convicted at least two times (other than the penalties for illegal reentry generally).</p>",2025-06-03T20:35:35Z,0,271,S
1045,2025-01-16,Introduced in House,House,H,2025-06-03T20:20:21Z,"<p><strong>Creating Obstructions Necessary to Address Illegal and Nefarious Entry Rapidly Act or CONTAINER Act</strong></p><p>This bill requires the Department of the Interior and the Forest Service to allow border states to place temporary, movable structures on federal lands adjacent to the U.S.-Canada and U.S.-Mexico borders without a special use authorization.</p><p>Border states may place these structures on such lands for the purpose of securing the northern or southern border for a period of not more than one year. Interior and the Forest Service must approve extension requests in 90-day increments if U.S. Customs and Border Protection determines that operational control of the border area has not been achieved.</p>",2025-06-03T20:25:11Z,0,534,HR
1046,2025-02-04,Introduced in House,House,H,2025-06-03T20:04:21Z,<p><strong>Rosa Parks Commemorative Coin Act</strong></p><p>This bill directs the Department of the Treasury to mint and issue coins in recognition and celebration of Rosa Parks. All sales of coins issued under this bill must include a surcharge to be paid to the Rosa and Raymond Parks Institute for Self Development.</p>,2025-06-03T20:05:10Z,0,916,HR
1047,2025-02-04,Introduced in House,House,H,2025-06-03T20:00:13Z,"<p><strong>Defending Domestic Orange Juice Production Act of 2025 </strong></p><p>This bill requires finished pasteurized orange juice to contain at least 10% by weight of orange juice soluble solids, exclusive of the solids of any added optional sweetening ingredients. (Current regulations require at least 10.5% by weight of orange juice soluble solids.)</p>",2025-06-03T20:00:34Z,0,933,HR
1048,2025-02-04,Introduced in House,House,H,2025-06-03T19:56:12Z,<p><strong>250 Years of Service and Sacrifice Commemorative Coin Act</strong></p><p>This bill directs the Department of the Treasury to mint and issue coins in recognition of the United States’&nbsp;semiquincentennial.</p><p>All surcharges received by Treasury from the sale of such coins must be paid to the Stephen&nbsp;Siller Tunnel to Towers Foundation.</p>,2025-06-03T19:58:03Z,0,951,HR
1049,2025-01-31,Introduced in House,House,H,2025-06-03T19:47:15Z,"<p><strong>Mortgage Rate Reduction Act</strong></p><p>This bill authorizes the federal guarantee, or insurance, of certain second mortgages. Specifically, this applies to properties with a first mortgage guaranteed by the Federal Housing Administration (FHA) or the Department of Veterans Affairs (VA). For a second mortgage to qualify, the first mortgage on the property must be guaranteed under the same authority.</p><p>The bill also requires the publication of mortgage guarantee information by&nbsp;the FHA, VA, and Department of Agriculture. For each mortgage guaranteed, these agencies must publish the address of the property and the date of the loan.</p>",2025-06-03T19:48:34Z,0,892,HR
1050,2025-01-29,Introduced in Senate,Senate,S,2025-06-03T19:24:36Z,<p><strong>Defund the CFPB Act</strong></p><p>This bill caps funding of the Consumer Financial Protection Bureau at $0.</p>,2025-06-03T19:24:49Z,0,303,S
1051,2025-01-27,Introduced in Senate,Senate,S,2025-06-03T19:22:26Z,"<p><strong>Tornado Observations Research and Notification Assessment for Development of Operations Act or the TORNADO Act</strong></p><p>This bill requires the National Oceanic and Atmospheric Administration (NOAA) to evaluate and improve its communications about hurricanes, tornadoes, winter storms, and other hazardous weather events.</p><p>Specifically, NOAA must establish a Risk Communication Office to evaluate the effectiveness of NOAA's communications and to identify ways to provide simpler and clearer information to the public about hazardous weather events. NOAA must also (1) establish a research program to modernize its communication systems, and (2) establish a pilot program to implement the research with respect to communications about tornadoes.</p><p>Additionally, the bill requires NOAA to develop a strategic plan for implementing the Warn-on-Forecast System, which aims to provide more advanced warnings of thunderstorm-related events (e.g., tornadoes). The bill also requires NOAA to evaluate its tornado rating system and to conduct post-storm assessments of significant events.</p><p>The bill also provides statutory authority for NOAA's Verification of the Origins of Rotation in Tornadoes Experiment (known as VORTEX-USA), a collaborative project between meteorologists and social scientists to study the conditions that contribute to dangerous tornadoes in the Southeast and the best ways to communicate these events to the public.</p><p>Finally, the Government Accountability Office must report on the National Weather Service's communication technology, particularly with respect to timely notices of hazardous weather events.</p>",2025-06-03T19:23:39Z,0,258,S
1052,2025-01-23,Introduced in House,House,H,2025-06-03T17:54:33Z,"<p>This resolution expresses (1) the sense of the House of Representatives that the sermon given at the National Prayer Service on January 21st, 2025, at the National Cathedral was a display of political activism, and (2)&nbsp;that the House condemns the message of&nbsp;Right Reverend&nbsp;Mariann Edgar Budde.</p>",2025-06-03T17:54:51Z,0,59,HRES
1053,2025-01-22,Introduced in House,House,H,2025-06-03T17:48:05Z,"<p><strong>Protecting First Responders from Secondary Exposure Act of 2025&nbsp;</strong></p><p>This bill expands the allowable uses of grant funds under the Comprehensive Opioid, Stimulant, and Substance Use&nbsp;Program administered by the Department of Justice.</p><p>Specifically, the bill allows grants to be used for purchasing containment devices for first responders and training first responders on the use of containment devices to prevent secondary exposure to fentanyl and other potentially lethal substances.</p>",2025-06-03T17:51:31Z,0,621,HR
1054,2025-01-16,Introduced in House,House,H,2025-06-03T17:45:27Z,<p>This bill establishes a private right of action against a maker of any component of a ghost gun or any person who facilitated any sale of a ghost gun. A ghost gun is a firearm that lacks a unique serial number.</p>,2025-06-03T17:46:09Z,0,544,HR
1055,2025-04-17,Introduced in House,House,H,2025-06-03T14:09:12Z,"<p><strong>American Entrepreneurs First Act</strong></p><p>This bill revises the application requirements for the Small Business Administration's 7(a) loan and 504 loan programs.</p><p>Specifically, the bill requires applications for such loans to include (1) the applicant's date of birth; and (2) a certification that the applicant or all beneficial owners are citizens, nationals, or lawful permanent residents of the United States.</p><p>The bill specifies that certain individuals are ineligible for such loans, including (1) asylees, (2) refugees, (3) individuals issued a visa to remain in the United States, (4) individuals legally classified as nonimmigrants, (5) individuals to whom deferred action has been granted pursuant to the Deferred Action for Childhood Arrivals, and (6) individuals without lawful status under the immigration laws of the United States.</p>",2025-06-03T14:09:32Z,0,2966,HR
1056,2025-03-04,Introduced in House,House,H,2025-06-03T13:52:20Z,"<p>This bill directs the Department of Homeland Security (DHS) to establish a pilot program for the prevention and mitigation of acts of terrorism using motor vehicles.</p><p>Among other things, the pilot program must&nbsp;</p><ul><li>develop a uniform standard for the type of information collected by rental agencies;</li><li>distribute guidance for improving the suspicious activity reporting process; and</li><li>establish a procedure for dealers and rental companies to check information against a designated watch list to&nbsp;provide notice of a sale or rental to the Federal Bureau of Investigation, if DHS determines that this is&nbsp;necessary.</li></ul><p>Under the bill, a dealer or rental company is not liable for any action taken in accordance with the pilot program.</p><p>DHS and the Transportation Security Administration must jointly submit regular reports to Congress on the pilot program.&nbsp;</p><p>In addition, DHS must submit a study to Congress that examines how to work with rental car and ride sharing companies on how to identify risks and threats of terrorist attacks.</p>",2025-06-03T13:58:29Z,0,1831,HR
1057,2025-04-17,Introduced in House,House,H,2025-06-03T13:09:06Z,"<p><strong>Save SBA from Sanctuary Cities Act</strong></p><p>This bill requires the relocation of a regional, district, or local office of the Small Business Administration (SBA) if the SBA makes a public determination that the office is located in a sanctuary jurisdiction.&nbsp;The SBA must relocate that office, within 60 days of such determination, to a location that is not a sanctuary jurisdiction.</p><p>Under the bill, a&nbsp;sanctuary jurisdiction is a state or political subdivision thereof that prohibits or restricts any government entity or official from (1) exchanging with another government entity information regarding the citizenship or immigration status of an individual; or (2) complying with specified requests by the Department of Homeland Security.</p><p>Additionally, the SBA may not establish an office in a sanctuary jurisdiction.</p>",2025-06-03T13:10:01Z,0,2931,HR
1058,2025-04-24,Introduced in House,House,H,2025-06-03T12:25:31Z,<p><strong>Capping Excessive Awarding of SBLC Entrants Act or the CEASE Act</strong></p><p>This bill limits the number of for-profit small business lending companies that&nbsp;are authorized make 7(a) loans&nbsp;to not more than 16 at any time.</p>,2025-06-03T12:25:47Z,0,2987,HR
1059,2025-01-29,Introduced in Senate,Senate,S,2025-06-03T11:56:18Z,"<p><strong>Charitable Act</strong></p><p>This bill allows an individual taxpayer who does not itemize their tax deductions to claim a tax deduction for charitable contributions and eliminates the tax penalty for overstating charitable contributions. (Some limitations apply).</p><p>Under the bill, for tax years beginning in 2026 or 2027, an individual taxpayer who does not itemize their tax deductions may deduct charitable contributions of up to one-third of the standard deduction allowed to such individual. (Under current law, an individual taxpayer generally must itemize their tax deductions to deduct charitable contributions.)</p><p>The bill also eliminates the tax penalty for an underpayment of taxes attributable to overstated charitable contributions by taxpayers who do not itemize deductions. (Under current law, taxpayers who claim a deduction under this bill may be assessed a tax penalty in the amount of 50% of the portion of an understatement of tax liability attributable to overstated charitable contributions.)</p>",2025-06-03T11:58:19Z,0,317,S
1060,2025-03-31,Introduced in House,House,H,2025-06-02T19:24:54Z,"<p><strong>SUPPORT for Patients and Communities Reauthorization Act of 2025</strong></p><p>This bill reauthorizes and revises Department of Health and Human Services (HHS) programs  that address substance use disorders, overdoses, and mental health. </p><p>For example, the bill reauthorizes for FY2026-FY2030&nbsp;grant and other programs&nbsp;relating to</p><p>• &nbsp; &nbsp;addressing&nbsp;substance use disorders with respect to pregnant and postpartum women,<br/>• &nbsp; &nbsp;prevention and recovery from substance use disorders for youth,&nbsp;<br/>• &nbsp; &nbsp;housing for individuals in recovery from substance use disorders,<br/>• &nbsp; &nbsp;community organizations facilitating recovery from substance use disorders,<br/>• &nbsp; &nbsp;loan repayment for certain health care providers treating substance use disorders,&nbsp;<br/>• &nbsp; &nbsp;prevention of overdoses of controlled substances,<br/>• &nbsp; &nbsp;treatment of children experiencing psychological trauma, and<br/>• &nbsp; &nbsp;mental and behavioral health education and training for medical and allied health students.</p><p>Also, the bill revises several programs,&nbsp;including by (1) expanding a program that supports resources for first responders to include the purchase of&nbsp;drugs or devices to treat non-opioid overdoses, (2) expanding a program that supports employment services for&nbsp;individuals in recovery so as to allow for the provision of related transportation services, and (3) temporarily authorizing a regional technical assistance center&nbsp;to assist the&nbsp;National Peer-Run Training and Technical Assistance Center for Addiction Recovery Support.</p><p>Additionally, the bill establishes new requirements for&nbsp;HHS, including requirements relating to</p><p>• &nbsp; &nbsp;protecting the National Suicide Prevention Lifeline program from cybersecurity threats,<br/>• &nbsp; &nbsp;establishing a Federal Interagency Work Group on Fentanyl Contamination of Illegal Drugs, and<br/>• &nbsp; &nbsp;reviewing and potentially revising the scheduling of approved products containing a combination of buprenorphine and naloxone under the Controlled Substances Act.</p>",2025-06-02T19:27:35Z,0,2483,HR
1061,2025-03-06,Introduced in Senate,Senate,S,2025-06-02T16:54:56Z,"<p><strong>Avian</strong> <strong>Flu Vaccination Strategy Act</strong></p><p>This bill directs the Department of Agriculture (USDA) to develop and finalize a poultry vaccination strategy&nbsp;to address highly pathogenic avian influenza (HPAI). Specifically, USDA, in consultation with the Office of the U.S. Trade Representative, must develop an HPAI vaccination strategy that complies with World Trade Organization rules.</p><p>Avian influenza (i.e., bird flu) is a contagious viral disease of domesticated and wild birds. Depending on the viral strain, the disease can cause little to no signs of illness&nbsp;(referred to as<em> low pathogenic avian</em> influenza)&nbsp;or it can cause a range of symptoms from serious illness to death (referred to as <em>highly pathogenic avian influenza</em>, or HPAI).&nbsp;</p>",2025-06-02T16:55:06Z,0,908,S
1062,2025-03-18,Introduced in House,House,H,2025-06-02T14:56:19Z,"<p><strong>Spectrum Coordination Act</strong></p><p>This bill requires the Federal Communications Commission (FCC) and the National Telecommunications and Information Administration (NTIA) to document publicly their interagency coordination efforts with respect to certain spectrum reallocation actions potentially affecting federal spectrum users.&nbsp;</p><p>Specifically, for any proposal by the FCC to reallocate radio frequency spectrum in a manner anticipated to result in an auction or licensing that may impact federal spectrum use, the NTIA must file certain information in the public docket for the action during the public comment period. Specifically, this filing must include (1) the date on which the FCC notified the NTIA of the proposed action; (2) any federal entities that may be affected by the proposal; (3) the date on which the NTIA notified those entities of the proposal; and (4) a summary of any technical, procedural, or policy concerns of potentially affected federal entities or the NTIA.&nbsp;</p><p>In the event that the FCC promulgates a final rule involving such a spectrum action, the FCC must publish in the Federal Register along with the final rule an interagency coordination summary describing (1) the date on which the FCC notified the NTIA of the action; and (2) whether the NTIA or any potentially affected federal entity raised concerns regarding the action and, if so, how they were addressed.&nbsp;</p><p>Separately, the FCC and the NTIA must update the Memorandum of Understanding between them within three years of the bill’s enactment and periodically thereafter. Updates must reflect changing technological, procedural, and policy circumstances.</p>",2025-06-02T14:57:56Z,0,2171,HR
