bioguide_id,chamber,congress,stateCode,startYear,endYear,district
H000874,House of Representatives,106,MD,1999,2001,5.0
H000874,House of Representatives,107,MD,2001,2003,5.0
H000874,House of Representatives,108,MD,2003,2005,5.0
H000874,House of Representatives,109,MD,2005,2007,5.0
H000874,House of Representatives,110,MD,2007,2009,5.0
H000874,House of Representatives,111,MD,2009,2011,5.0
H000874,House of Representatives,112,MD,2011,2013,5.0
H000874,House of Representatives,113,MD,2013,2015,5.0
H000874,House of Representatives,114,MD,2015,2017,5.0
H000874,House of Representatives,115,MD,2017,2019,5.0
H000874,House of Representatives,116,MD,2019,2021,5.0
H000874,House of Representatives,117,MD,2021,2023,5.0
H000874,House of Representatives,118,MD,2023,2025,5.0
H000874,House of Representatives,119,MD,2025,2027,5.0
M000687,House of Representatives,100,MD,1987,1989,7.0
M000687,House of Representatives,101,MD,1989,1991,7.0
M000687,House of Representatives,102,MD,1991,1993,7.0
M000687,House of Representatives,103,MD,1993,1995,7.0
M000687,House of Representatives,104,MD,1995,1997,7.0
M000687,House of Representatives,116,MD,2020,2021,7.0
M000687,House of Representatives,117,MD,2021,2023,7.0
M000687,House of Representatives,118,MD,2023,2025,7.0
M000687,House of Representatives,119,MD,2025,2027,7.0
H001052,House of Representatives,112,MD,2011,2013,1.0
H001052,House of Representatives,113,MD,2013,2015,1.0
H001052,House of Representatives,114,MD,2015,2017,1.0
H001052,House of Representatives,115,MD,2017,2019,1.0
H001052,House of Representatives,116,MD,2019,2021,1.0
H001052,House of Representatives,117,MD,2021,2023,1.0
H001052,House of Representatives,118,MD,2023,2025,1.0
H001052,House of Representatives,119,MD,2025,2027,1.0
R000606,House of Representatives,115,MD,2017,2019,8.0
R000606,House of Representatives,116,MD,2019,2021,8.0
R000606,House of Representatives,117,MD,2021,2023,8.0
R000606,House of Representatives,118,MD,2023,2025,8.0
R000606,House of Representatives,119,MD,2025,2027,8.0
I000058,House of Representatives,118,MD,2023,2025,4.0
I000058,House of Representatives,119,MD,2025,2027,4.0
E000301,House of Representatives,119,MD,2025,2027,3.0
M001232,House of Representatives,119,MD,2025,2027,6.0
O000176,House of Representatives,119,MD,2025,2027,2.0
N000015,House of Representatives,101,MA,1989,1991,2.0
N000015,House of Representatives,102,MA,1991,1993,2.0
N000015,House of Representatives,103,MA,1993,1995,2.0
N000015,House of Representatives,104,MA,1995,1997,2.0
N000015,House of Representatives,105,MA,1997,1999,2.0
N000015,House of Representatives,106,MA,1999,2001,2.0
N000015,House of Representatives,107,MA,2001,2003,2.0
N000015,House of Representatives,108,MA,2003,2005,2.0
N000015,House of Representatives,109,MA,2005,2007,2.0
N000015,House of Representatives,110,MA,2007,2009,2.0
N000015,House of Representatives,111,MA,2009,2011,2.0
N000015,House of Representatives,112,MA,2011,2013,2.0
N000015,House of Representatives,113,MA,2013,2015,1.0
N000015,House of Representatives,114,MA,2015,2017,1.0
N000015,House of Representatives,115,MA,2017,2019,1.0
N000015,House of Representatives,116,MA,2019,2021,1.0
N000015,House of Representatives,117,MA,2021,2023,1.0
N000015,House of Representatives,118,MA,2023,2025,1.0
N000015,House of Representatives,119,MA,2025,2027,1.0
L000562,House of Representatives,107,MA,2001,2003,9.0
L000562,House of Representatives,108,MA,2003,2005,9.0
L000562,House of Representatives,109,MA,2005,2007,9.0
L000562,House of Representatives,110,MA,2007,2009,9.0
L000562,House of Representatives,111,MA,2009,2011,9.0
L000562,House of Representatives,112,MA,2011,2013,9.0
L000562,House of Representatives,113,MA,2013,2015,8.0
L000562,House of Representatives,114,MA,2015,2017,8.0
L000562,House of Representatives,115,MA,2017,2019,8.0
L000562,House of Representatives,116,MA,2019,2021,8.0
L000562,House of Representatives,117,MA,2021,2023,8.0
L000562,House of Representatives,118,MA,2023,2025,8.0
L000562,House of Representatives,119,MA,2025,2027,8.0
K000375,House of Representatives,112,MA,2011,2013,10.0
K000375,House of Representatives,113,MA,2013,2015,9.0
K000375,House of Representatives,114,MA,2015,2017,9.0
K000375,House of Representatives,115,MA,2017,2019,9.0
K000375,House of Representatives,116,MA,2019,2021,9.0
K000375,House of Representatives,117,MA,2021,2023,9.0
K000375,House of Representatives,118,MA,2023,2025,9.0
K000375,House of Representatives,119,MA,2025,2027,9.0
C001101,House of Representatives,113,MA,2013,2015,5.0
C001101,House of Representatives,114,MA,2015,2017,5.0
C001101,House of Representatives,115,MA,2017,2019,5.0
C001101,House of Representatives,116,MA,2019,2021,5.0
C001101,House of Representatives,117,MA,2021,2023,5.0
C001101,House of Representatives,118,MA,2023,2025,5.0
C001101,House of Representatives,119,MA,2025,2027,5.0
M001196,House of Representatives,114,MA,2015,2017,6.0
M001196,House of Representatives,115,MA,2017,2019,6.0
M001196,House of Representatives,116,MA,2019,2021,6.0
M001196,House of Representatives,117,MA,2021,2023,6.0
M001196,House of Representatives,118,MA,2023,2025,6.0
M001196,House of Representatives,119,MA,2025,2027,6.0
P000617,House of Representatives,116,MA,2019,2021,7.0
P000617,House of Representatives,117,MA,2021,2023,7.0
P000617,House of Representatives,118,MA,2023,2025,7.0
P000617,House of Representatives,119,MA,2025,2027,7.0
T000482,House of Representatives,116,MA,2019,2021,3.0
T000482,House of Representatives,117,MA,2021,2023,3.0
T000482,House of Representatives,118,MA,2023,2025,3.0
T000482,House of Representatives,119,MA,2025,2027,3.0
A000148,House of Representatives,117,MA,2021,2023,4.0
A000148,House of Representatives,118,MA,2023,2025,4.0
A000148,House of Representatives,119,MA,2025,2027,4.0
M000312,House of Representatives,105,MA,1997,1999,3.0
M000312,House of Representatives,106,MA,1999,2001,3.0
M000312,House of Representatives,107,MA,2001,2003,3.0
M000312,House of Representatives,108,MA,2003,2005,3.0
M000312,House of Representatives,109,MA,2005,2007,3.0
M000312,House of Representatives,110,MA,2007,2009,3.0
M000312,House of Representatives,111,MA,2009,2011,3.0
M000312,House of Representatives,112,MA,2011,2013,3.0
M000312,House of Representatives,113,MA,2013,2015,2.0
M000312,House of Representatives,114,MA,2015,2017,2.0
M000312,House of Representatives,115,MA,2017,2019,2.0
M000312,House of Representatives,116,MA,2019,2021,2.0
M000312,House of Representatives,117,MA,2021,2023,2.0
M000312,House of Representatives,118,MA,2023,2025,2.0
M000312,House of Representatives,119,MA,2025,2027,2.0
W000798,House of Representatives,110,MI,2007,2009,7.0
W000798,House of Representatives,112,MI,2011,2013,7.0
W000798,House of Representatives,113,MI,2013,2015,7.0
W000798,House of Representatives,114,MI,2015,2017,7.0
W000798,House of Representatives,115,MI,2017,2019,7.0
W000798,House of Representatives,116,MI,2019,2021,7.0
W000798,House of Representatives,117,MI,2021,2023,7.0
W000798,House of Representatives,118,MI,2023,2025,5.0
W000798,House of Representatives,119,MI,2025,2027,5.0
H001058,House of Representatives,112,MI,2011,2013,2.0
H001058,House of Representatives,113,MI,2013,2015,2.0
H001058,House of Representatives,114,MI,2015,2017,2.0
H001058,House of Representatives,115,MI,2017,2019,2.0
H001058,House of Representatives,116,MI,2019,2021,2.0
H001058,House of Representatives,117,MI,2021,2023,2.0
H001058,House of Representatives,118,MI,2023,2025,4.0
H001058,House of Representatives,119,MI,2025,2027,4.0
M001194,House of Representatives,114,MI,2015,2017,4.0
M001194,House of Representatives,115,MI,2017,2019,4.0
M001194,House of Representatives,116,MI,2019,2021,4.0
M001194,House of Representatives,117,MI,2021,2023,4.0
M001194,House of Representatives,118,MI,2023,2025,2.0
M001194,House of Representatives,119,MI,2025,2027,2.0
D000624,House of Representatives,114,MI,2015,2017,12.0
D000624,House of Representatives,115,MI,2017,2019,12.0
D000624,House of Representatives,116,MI,2019,2021,12.0
D000624,House of Representatives,117,MI,2021,2023,12.0
D000624,House of Representatives,118,MI,2023,2025,6.0
D000624,House of Representatives,119,MI,2025,2027,6.0
B001301,House of Representatives,115,MI,2017,2019,1.0
B001301,House of Representatives,116,MI,2019,2021,1.0
B001301,House of Representatives,117,MI,2021,2023,1.0
B001301,House of Representatives,118,MI,2023,2025,1.0
B001301,House of Representatives,119,MI,2025,2027,1.0
S001215,House of Representatives,116,MI,2019,2021,11.0
S001215,House of Representatives,117,MI,2021,2023,11.0
S001215,House of Representatives,118,MI,2023,2025,11.0
S001215,House of Representatives,119,MI,2025,2027,11.0
T000481,House of Representatives,116,MI,2019,2021,13.0
T000481,House of Representatives,117,MI,2021,2023,13.0
T000481,House of Representatives,118,MI,2023,2025,12.0
T000481,House of Representatives,119,MI,2025,2027,12.0
M001136,House of Representatives,117,MI,2021,2023,10.0
M001136,House of Representatives,118,MI,2023,2025,9.0
M001136,House of Representatives,119,MI,2025,2027,9.0
J000307,House of Representatives,118,MI,2023,2025,10.0
J000307,House of Representatives,119,MI,2025,2027,10.0
S001221,House of Representatives,118,MI,2023,2025,3.0
S001221,House of Representatives,119,MI,2025,2027,3.0
T000488,House of Representatives,118,MI,2023,2025,13.0
T000488,House of Representatives,119,MI,2025,2027,13.0
B001321,House of Representatives,119,MI,2025,2027,7.0
M001237,House of Representatives,119,MI,2025,2027,8.0
M001143,House of Representatives,107,MN,2001,2003,4.0
M001143,House of Representatives,108,MN,2003,2005,4.0
M001143,House of Representatives,109,MN,2005,2007,4.0
M001143,House of Representatives,110,MN,2007,2009,4.0
M001143,House of Representatives,111,MN,2009,2011,4.0
M001143,House of Representatives,112,MN,2011,2013,4.0
M001143,House of Representatives,113,MN,2013,2015,4.0
M001143,House of Representatives,114,MN,2015,2017,4.0
M001143,House of Representatives,115,MN,2017,2019,4.0
M001143,House of Representatives,116,MN,2019,2021,4.0
M001143,House of Representatives,117,MN,2021,2023,4.0
M001143,House of Representatives,118,MN,2023,2025,4.0
M001143,House of Representatives,119,MN,2025,2027,4.0
E000294,House of Representatives,114,MN,2015,2017,6.0
E000294,House of Representatives,115,MN,2017,2019,6.0
E000294,House of Representatives,116,MN,2019,2021,6.0
E000294,House of Representatives,117,MN,2021,2023,6.0
E000294,House of Representatives,118,MN,2023,2025,6.0
E000294,House of Representatives,119,MN,2025,2027,6.0
C001119,House of Representatives,116,MN,2019,2021,2.0
C001119,House of Representatives,117,MN,2021,2023,2.0
C001119,House of Representatives,118,MN,2023,2025,2.0
C001119,House of Representatives,119,MN,2025,2027,2.0
O000173,House of Representatives,116,MN,2019,2021,5.0
O000173,House of Representatives,117,MN,2021,2023,5.0
O000173,House of Representatives,118,MN,2023,2025,5.0
O000173,House of Representatives,119,MN,2025,2027,5.0
S001212,House of Representatives,116,MN,2019,2021,8.0
S001212,House of Representatives,117,MN,2021,2023,8.0
S001212,House of Representatives,118,MN,2023,2025,8.0
S001212,House of Representatives,119,MN,2025,2027,8.0
F000470,House of Representatives,117,MN,2021,2023,7.0
F000470,House of Representatives,118,MN,2023,2025,7.0
F000470,House of Representatives,119,MN,2025,2027,7.0
F000475,House of Representatives,117,MN,2022,2023,1.0
F000475,House of Representatives,118,MN,2023,2025,1.0
F000475,House of Representatives,119,MN,2025,2027,1.0
M001234,House of Representatives,119,MN,2025,2027,3.0
K000388,House of Representatives,114,MS,2015,2017,1.0
K000388,House of Representatives,115,MS,2017,2019,1.0
K000388,House of Representatives,116,MS,2019,2021,1.0
K000388,House of Representatives,117,MS,2021,2023,1.0
K000388,House of Representatives,118,MS,2023,2025,1.0
K000388,House of Representatives,119,MS,2025,2027,1.0
G000591,House of Representatives,116,MS,2019,2021,3.0
G000591,House of Representatives,117,MS,2021,2023,3.0
G000591,House of Representatives,118,MS,2023,2025,3.0
G000591,House of Representatives,119,MS,2025,2027,3.0
E000235,House of Representatives,118,MS,2023,2025,4.0
E000235,House of Representatives,119,MS,2025,2027,4.0
T000193,House of Representatives,103,MS,1993,1995,2.0
T000193,House of Representatives,104,MS,1995,1997,2.0
T000193,House of Representatives,105,MS,1997,1999,2.0
T000193,House of Representatives,106,MS,1999,2001,2.0
T000193,House of Representatives,107,MS,2001,2003,2.0
T000193,House of Representatives,108,MS,2003,2005,2.0
T000193,House of Representatives,109,MS,2005,2007,2.0
T000193,House of Representatives,110,MS,2007,2009,2.0
T000193,House of Representatives,111,MS,2009,2011,2.0
T000193,House of Representatives,112,MS,2011,2013,2.0
T000193,House of Representatives,113,MS,2013,2015,2.0
T000193,House of Representatives,114,MS,2015,2017,2.0
T000193,House of Representatives,115,MS,2017,2019,2.0
T000193,House of Representatives,116,MS,2019,2021,2.0
T000193,House of Representatives,117,MS,2021,2023,2.0
T000193,House of Representatives,118,MS,2023,2025,2.0
T000193,House of Representatives,119,MS,2025,2027,2.0
G000546,House of Representatives,107,MO,2001,2003,6.0
G000546,House of Representatives,108,MO,2003,2005,6.0
G000546,House of Representatives,109,MO,2005,2007,6.0
G000546,House of Representatives,110,MO,2007,2009,6.0
G000546,House of Representatives,111,MO,2009,2011,6.0
G000546,House of Representatives,112,MO,2011,2013,6.0
G000546,House of Representatives,113,MO,2013,2015,6.0
G000546,House of Representatives,114,MO,2015,2017,6.0
G000546,House of Representatives,115,MO,2017,2019,6.0
G000546,House of Representatives,116,MO,2019,2021,6.0
G000546,House of Representatives,117,MO,2021,2023,6.0
G000546,House of Representatives,118,MO,2023,2025,6.0
G000546,House of Representatives,119,MO,2025,2027,6.0
C001061,House of Representatives,109,MO,2005,2007,5.0
C001061,House of Representatives,110,MO,2007,2009,5.0
C001061,House of Representatives,111,MO,2009,2011,5.0
C001061,House of Representatives,112,MO,2011,2013,5.0
C001061,House of Representatives,113,MO,2013,2015,5.0
C001061,House of Representatives,114,MO,2015,2017,5.0
C001061,House of Representatives,115,MO,2017,2019,5.0
C001061,House of Representatives,116,MO,2019,2021,5.0
C001061,House of Representatives,117,MO,2021,2023,5.0
C001061,House of Representatives,118,MO,2023,2025,5.0
C001061,House of Representatives,119,MO,2025,2027,5.0
W000812,House of Representatives,113,MO,2013,2015,2.0
W000812,House of Representatives,114,MO,2015,2017,2.0
W000812,House of Representatives,115,MO,2017,2019,2.0
W000812,House of Representatives,116,MO,2019,2021,2.0
W000812,House of Representatives,117,MO,2021,2023,2.0
W000812,House of Representatives,118,MO,2023,2025,2.0
W000812,House of Representatives,119,MO,2025,2027,2.0
S001195,House of Representatives,113,MO,2013,2015,8.0
S001195,House of Representatives,114,MO,2015,2017,8.0
S001195,House of Representatives,115,MO,2017,2019,8.0
S001195,House of Representatives,116,MO,2019,2021,8.0
S001195,House of Representatives,117,MO,2021,2023,8.0
S001195,House of Representatives,118,MO,2023,2025,8.0
S001195,House of Representatives,119,MO,2025,2027,8.0
A000379,House of Representatives,118,MO,2023,2025,4.0
A000379,House of Representatives,119,MO,2025,2027,4.0
B001316,House of Representatives,118,MO,2023,2025,7.0
B001316,House of Representatives,119,MO,2025,2027,7.0
B001324,House of Representatives,119,MO,2025,2027,1.0
O000177,House of Representatives,119,MO,2025,2027,3.0
Z000018,House of Representatives,114,MT,2015,2017,
Z000018,House of Representatives,115,MT,2017,2017,
Z000018,House of Representatives,118,MT,2023,2025,1.0
Z000018,House of Representatives,119,MT,2025,2027,1.0
D000634,House of Representatives,119,MT,2025,2027,2.0
S001172,House of Representatives,110,NE,2007,2009,3.0
S001172,House of Representatives,111,NE,2009,2011,3.0
S001172,House of Representatives,112,NE,2011,2013,3.0
S001172,House of Representatives,113,NE,2013,2015,3.0
S001172,House of Representatives,114,NE,2015,2017,3.0
S001172,House of Representatives,115,NE,2017,2019,3.0
S001172,House of Representatives,116,NE,2019,2021,3.0
S001172,House of Representatives,117,NE,2021,2023,3.0
S001172,House of Representatives,118,NE,2023,2025,3.0
S001172,House of Representatives,119,NE,2025,2027,3.0
B001298,House of Representatives,115,NE,2017,2019,2.0
B001298,House of Representatives,116,NE,2019,2021,2.0
B001298,House of Representatives,117,NE,2021,2023,2.0
B001298,House of Representatives,118,NE,2023,2025,2.0
B001298,House of Representatives,119,NE,2025,2027,2.0
F000474,House of Representatives,117,NE,2022,2023,1.0
F000474,House of Representatives,118,NE,2023,2025,1.0
F000474,House of Representatives,119,NE,2025,2027,1.0
T000468,House of Representatives,111,NV,2009,2011,3.0
T000468,House of Representatives,113,NV,2013,2015,1.0
T000468,House of Representatives,114,NV,2015,2017,1.0
T000468,House of Representatives,115,NV,2017,2019,1.0
T000468,House of Representatives,116,NV,2019,2021,1.0
T000468,House of Representatives,117,NV,2021,2023,1.0
T000468,House of Representatives,118,NV,2023,2025,1.0
T000468,House of Representatives,119,NV,2025,2027,1.0
A000369,House of Representatives,112,NV,2011,2013,2.0
A000369,House of Representatives,113,NV,2013,2015,2.0
A000369,House of Representatives,114,NV,2015,2017,2.0
A000369,House of Representatives,115,NV,2017,2019,2.0
A000369,House of Representatives,116,NV,2019,2021,2.0
A000369,House of Representatives,117,NV,2021,2023,2.0
A000369,House of Representatives,118,NV,2023,2025,2.0
A000369,House of Representatives,119,NV,2025,2027,2.0
H001066,House of Representatives,113,NV,2013,2015,4.0
H001066,House of Representatives,116,NV,2019,2021,4.0
H001066,House of Representatives,117,NV,2021,2023,4.0
H001066,House of Representatives,118,NV,2023,2025,4.0
H001066,House of Representatives,119,NV,2025,2027,4.0
L000590,House of Representatives,116,NV,2019,2021,3.0
L000590,House of Representatives,117,NV,2021,2023,3.0
L000590,House of Representatives,118,NV,2023,2025,3.0
L000590,House of Representatives,119,NV,2025,2027,3.0
P000614,House of Representatives,116,NH,2019,2021,1.0
P000614,House of Representatives,117,NH,2021,2023,1.0
P000614,House of Representatives,118,NH,2023,2025,1.0
P000614,House of Representatives,119,NH,2025,2027,1.0
G000604,House of Representatives,119,NH,2025,2027,2.0
S000522,House of Representatives,97,NJ,1981,1983,4.0
S000522,House of Representatives,98,NJ,1983,1985,4.0
S000522,House of Representatives,99,NJ,1985,1987,4.0
S000522,House of Representatives,100,NJ,1987,1989,4.0
S000522,House of Representatives,101,NJ,1989,1991,4.0
S000522,House of Representatives,102,NJ,1991,1993,4.0
S000522,House of Representatives,103,NJ,1993,1995,4.0
S000522,House of Representatives,104,NJ,1995,1997,4.0
S000522,House of Representatives,105,NJ,1997,1999,4.0
S000522,House of Representatives,106,NJ,1999,2001,4.0
S000522,House of Representatives,107,NJ,2001,2003,4.0
S000522,House of Representatives,108,NJ,2003,2005,4.0
S000522,House of Representatives,109,NJ,2005,2007,4.0
S000522,House of Representatives,110,NJ,2007,2009,4.0
S000522,House of Representatives,111,NJ,2009,2011,4.0
S000522,House of Representatives,112,NJ,2011,2013,4.0
S000522,House of Representatives,113,NJ,2013,2015,4.0
S000522,House of Representatives,114,NJ,2015,2017,4.0
S000522,House of Representatives,115,NJ,2017,2019,4.0
S000522,House of Representatives,116,NJ,2019,2021,4.0
S000522,House of Representatives,117,NJ,2021,2023,4.0
S000522,House of Representatives,118,NJ,2023,2025,4.0
S000522,House of Representatives,119,NJ,2025,2027,4.0
P000034,House of Representatives,100,NJ,1987,1989,3.0
P000034,House of Representatives,101,NJ,1989,1991,3.0
P000034,House of Representatives,102,NJ,1991,1993,3.0
P000034,House of Representatives,103,NJ,1993,1995,6.0
P000034,House of Representatives,104,NJ,1995,1997,6.0
P000034,House of Representatives,105,NJ,1997,1999,6.0
P000034,House of Representatives,106,NJ,1999,2001,6.0
P000034,House of Representatives,107,NJ,2001,2003,6.0
P000034,House of Representatives,108,NJ,2003,2005,6.0
P000034,House of Representatives,109,NJ,2005,2007,6.0
P000034,House of Representatives,110,NJ,2007,2009,6.0
P000034,House of Representatives,111,NJ,2009,2011,6.0
P000034,House of Representatives,112,NJ,2011,2013,6.0
P000034,House of Representatives,113,NJ,2013,2015,6.0
P000034,House of Representatives,114,NJ,2015,2017,6.0
P000034,House of Representatives,115,NJ,2017,2019,6.0
P000034,House of Representatives,116,NJ,2019,2021,6.0
P000034,House of Representatives,117,NJ,2021,2023,6.0
P000034,House of Representatives,118,NJ,2023,2025,6.0
P000034,House of Representatives,119,NJ,2025,2027,6.0
N000188,House of Representatives,113,NJ,2014,2015,1.0
N000188,House of Representatives,114,NJ,2015,2017,1.0
N000188,House of Representatives,115,NJ,2017,2019,1.0
N000188,House of Representatives,116,NJ,2019,2021,1.0
N000188,House of Representatives,117,NJ,2021,2023,1.0
N000188,House of Representatives,118,NJ,2023,2025,1.0
N000188,House of Representatives,119,NJ,2025,2027,1.0
W000822,House of Representatives,114,NJ,2015,2017,12.0
W000822,House of Representatives,115,NJ,2017,2019,12.0
W000822,House of Representatives,116,NJ,2019,2021,12.0
W000822,House of Representatives,117,NJ,2021,2023,12.0
W000822,House of Representatives,118,NJ,2023,2025,12.0
W000822,House of Representatives,119,NJ,2025,2027,12.0
G000583,House of Representatives,115,NJ,2017,2019,5.0
G000583,House of Representatives,116,NJ,2019,2021,5.0
G000583,House of Representatives,117,NJ,2021,2023,5.0
G000583,House of Representatives,118,NJ,2023,2025,5.0
G000583,House of Representatives,119,NJ,2025,2027,5.0
S001207,House of Representatives,116,NJ,2019,2021,11.0
S001207,House of Representatives,117,NJ,2021,2023,11.0
S001207,House of Representatives,118,NJ,2023,2025,11.0
S001207,House of Representatives,119,NJ,2025,2027,11.0
K000398,House of Representatives,118,NJ,2023,2025,7.0
K000398,House of Representatives,119,NJ,2025,2027,7.0
M001226,House of Representatives,118,NJ,2023,2025,8.0
M001226,House of Representatives,119,NJ,2025,2027,8.0
M001229,House of Representatives,118,NJ,2024,2025,10.0
M001229,House of Representatives,119,NJ,2025,2027,10.0
C001136,House of Representatives,119,NJ,2025,2027,3.0
P000621,House of Representatives,119,NJ,2025,2027,9.0
V000133,House of Representatives,116,NJ,2019,2021,2.0
V000133,House of Representatives,117,NJ,2021,2023,2.0
V000133,House of Representatives,118,NJ,2023,2025,2.0
V000133,House of Representatives,119,NJ,2025,2027,2.0
L000273,House of Representatives,117,NM,2021,2023,3.0
L000273,House of Representatives,118,NM,2023,2025,3.0
L000273,House of Representatives,119,NM,2025,2027,3.0
S001218,House of Representatives,117,NM,2021,2023,1.0
S001218,House of Representatives,118,NM,2023,2025,1.0
S001218,House of Representatives,119,NM,2025,2027,1.0
V000136,House of Representatives,118,NM,2023,2025,2.0
V000136,House of Representatives,119,NM,2025,2027,2.0
C001067,House of Representatives,110,NY,2007,2009,11.0
C001067,House of Representatives,111,NY,2009,2011,11.0
C001067,House of Representatives,112,NY,2011,2013,11.0
C001067,House of Representatives,113,NY,2013,2015,9.0
C001067,House of Representatives,114,NY,2015,2017,9.0
C001067,House of Representatives,115,NY,2017,2019,9.0
C001067,House of Representatives,116,NY,2019,2021,9.0
C001067,House of Representatives,117,NY,2021,2023,9.0
C001067,House of Representatives,118,NY,2023,2025,9.0
C001067,House of Representatives,119,NY,2025,2027,9.0
T000469,House of Representatives,111,NY,2009,2011,21.0
T000469,House of Representatives,112,NY,2011,2013,21.0
T000469,House of Representatives,113,NY,2013,2015,20.0
T000469,House of Representatives,114,NY,2015,2017,20.0
T000469,House of Representatives,115,NY,2017,2019,20.0
T000469,House of Representatives,116,NY,2019,2021,20.0
T000469,House of Representatives,117,NY,2021,2023,20.0
T000469,House of Representatives,118,NY,2023,2025,20.0
T000469,House of Representatives,119,NY,2025,2027,20.0
M001188,House of Representatives,113,NY,2013,2015,6.0
M001188,House of Representatives,114,NY,2015,2017,6.0
M001188,House of Representatives,115,NY,2017,2019,6.0
M001188,House of Representatives,116,NY,2019,2021,6.0
M001188,House of Representatives,117,NY,2021,2023,6.0
M001188,House of Representatives,118,NY,2023,2025,6.0
M001188,House of Representatives,119,NY,2025,2027,6.0
J000294,House of Representatives,113,NY,2013,2015,8.0
J000294,House of Representatives,114,NY,2015,2017,8.0
J000294,House of Representatives,115,NY,2017,2019,8.0
J000294,House of Representatives,116,NY,2019,2021,8.0
J000294,House of Representatives,117,NY,2021,2023,8.0
J000294,House of Representatives,118,NY,2023,2025,8.0
J000294,House of Representatives,119,NY,2025,2027,8.0
S001196,House of Representatives,114,NY,2015,2017,21.0
S001196,House of Representatives,115,NY,2017,2019,21.0
S001196,House of Representatives,116,NY,2019,2021,21.0
S001196,House of Representatives,117,NY,2021,2023,21.0
S001196,House of Representatives,118,NY,2023,2025,21.0
S001196,House of Representatives,119,NY,2025,2027,21.0
E000297,House of Representatives,115,NY,2017,2019,13.0
E000297,House of Representatives,116,NY,2019,2021,13.0
E000297,House of Representatives,117,NY,2021,2023,13.0
E000297,House of Representatives,118,NY,2023,2025,13.0
E000297,House of Representatives,119,NY,2025,2027,13.0
S001201,House of Representatives,115,NY,2017,2019,3.0
S001201,House of Representatives,116,NY,2019,2021,3.0
S001201,House of Representatives,117,NY,2021,2023,3.0
S001201,House of Representatives,118,NY,2024,2025,3.0
S001201,House of Representatives,119,NY,2025,2027,3.0
T000478,House of Representatives,115,NY,2017,2019,22.0
T000478,House of Representatives,117,NY,2021,2023,22.0
T000478,House of Representatives,118,NY,2023,2025,24.0
T000478,House of Representatives,119,NY,2025,2027,24.0
M001206,House of Representatives,115,NY,2018,2019,25.0
M001206,House of Representatives,116,NY,2019,2021,25.0
M001206,House of Representatives,117,NY,2021,2023,25.0
M001206,House of Representatives,118,NY,2023,2025,25.0
M001206,House of Representatives,119,NY,2025,2027,25.0
O000172,House of Representatives,116,NY,2019,2021,14.0
O000172,House of Representatives,117,NY,2021,2023,14.0
O000172,House of Representatives,118,NY,2023,2025,14.0
O000172,House of Representatives,119,NY,2025,2027,14.0
G000597,House of Representatives,117,NY,2021,2023,2.0
G000597,House of Representatives,118,NY,2023,2025,2.0
G000597,House of Representatives,119,NY,2025,2027,2.0
M000317,House of Representatives,117,NY,2021,2023,11.0
M000317,House of Representatives,118,NY,2023,2025,11.0
M000317,House of Representatives,119,NY,2025,2027,11.0
T000486,House of Representatives,117,NY,2021,2023,15.0
T000486,House of Representatives,118,NY,2023,2025,15.0
T000486,House of Representatives,119,NY,2025,2027,15.0
R000579,House of Representatives,117,NY,2022,2023,19.0
R000579,House of Representatives,118,NY,2023,2025,18.0
R000579,House of Representatives,119,NY,2025,2027,18.0
G000599,House of Representatives,118,NY,2023,2025,10.0
G000599,House of Representatives,119,NY,2025,2027,10.0
L000598,House of Representatives,118,NY,2023,2025,1.0
L000598,House of Representatives,119,NY,2025,2027,1.0
L000600,House of Representatives,118,NY,2023,2025,23.0
L000600,House of Representatives,119,NY,2025,2027,23.0
L000599,House of Representatives,118,NY,2023,2025,17.0
L000599,House of Representatives,119,NY,2025,2027,17.0
K000402,House of Representatives,118,NY,2024,2025,26.0
K000402,House of Representatives,119,NY,2025,2027,26.0
G000602,House of Representatives,119,NY,2025,2027,4.0
L000606,House of Representatives,119,NY,2025,2027,16.0
M001231,House of Representatives,119,NY,2025,2027,22.0
R000622,House of Representatives,119,NY,2025,2027,19.0
N000002,House of Representatives,102,NY,1991,1993,17.0
N000002,House of Representatives,103,NY,1993,1995,8.0
N000002,House of Representatives,104,NY,1995,1997,8.0
N000002,House of Representatives,105,NY,1997,1999,8.0
N000002,House of Representatives,106,NY,1999,2001,8.0
N000002,House of Representatives,107,NY,2001,2003,8.0
N000002,House of Representatives,108,NY,2003,2005,8.0
N000002,House of Representatives,109,NY,2005,2007,8.0
N000002,House of Representatives,110,NY,2007,2009,8.0
N000002,House of Representatives,111,NY,2009,2011,8.0
N000002,House of Representatives,112,NY,2011,2013,8.0
N000002,House of Representatives,113,NY,2013,2015,10.0
N000002,House of Representatives,114,NY,2015,2017,10.0
N000002,House of Representatives,115,NY,2017,2019,10.0
N000002,House of Representatives,116,NY,2019,2021,10.0
N000002,House of Representatives,117,NY,2021,2023,10.0
N000002,House of Representatives,118,NY,2023,2025,12.0
N000002,House of Representatives,119,NY,2025,2027,12.0
V000081,House of Representatives,103,NY,1993,1995,12.0
V000081,House of Representatives,104,NY,1995,1997,12.0
V000081,House of Representatives,105,NY,1997,1999,12.0
V000081,House of Representatives,106,NY,1999,2001,12.0
V000081,House of Representatives,107,NY,2001,2003,12.0
V000081,House of Representatives,108,NY,2003,2005,12.0
