bioguide_id,Full name,Chamber,State,Party,District,birthYear,image,Office address,Phone,Website
M001229,LaMonica McIver,House of Representatives,New Jersey,Democratic,10.0,1986,https://www.congress.gov/img/member/681dfed94fc893ce843e24b8_200.jpg,"426 Cannon House Office Building, Washington, DC 20515",(202) 225-3436,https://mciver.house.gov/
C001136,"Herbert C. Conaway, Jr.",House of Representatives,New Jersey,Democratic,3.0,1963,https://www.congress.gov/img/member/6774243a0b34857ecc90906b_200.jpg,"1022 Longworth House Office Building, Washington, DC 20515",(202) 225-4765,https://conaway.house.gov/
P000621,Nellie Pou,House of Representatives,New Jersey,Democratic,9.0,1956,https://www.congress.gov/img/member/67745d3b0b34857ecc909167_200.jpg,"1007 Longworth House Office Building, Washington, DC 20515",(202) 225-5751,https://pou.house.gov/
V000133,Jefferson Van Drew,House of Representatives,New Jersey,Democratic,2.0,1953,https://www.congress.gov/img/member/67c0c39d53fe81a4b3c0cac1_200.jpg,"2447 Rayburn House Office Building, Washington, DC 20515",(202) 225-6572,https://vandrew.house.gov
L000273,Teresa Leger Fernandez,House of Representatives,New Mexico,Democratic,3.0,1959,https://www.congress.gov/img/member/l000273_200.jpg,"2417 Rayburn House Office Building, Washington, DC 20515",(202) 225-6190,https://fernandez.house.gov
S001218,Melanie A. Stansbury,House of Representatives,New Mexico,Democratic,1.0,1979,https://www.congress.gov/img/member/s001218_200.jpg,"1421 Longworth House Office Building, Washington, DC 20515",(202) 225-6316,https://stansbury.house.gov/
V000136,Gabe Vasquez,House of Representatives,New Mexico,Democratic,2.0,1984,https://www.congress.gov/img/member/v000136_200.jpg,"322 Cannon House Office Building, Washington, DC 20515",(202) 225-2365,https://vasquez.house.gov
C001067,Yvette D. Clarke,House of Representatives,New York,Democratic,9.0,1964,https://www.congress.gov/img/member/674dfc6b5c48ff736e6e1762_200.jpg,"2058 Rayburn House Office Building, Washington, DC 20515",(202) 225-6231,https://clarke.house.gov/
T000469,Paul Tonko,House of Representatives,New York,Democratic,20.0,1949,https://www.congress.gov/img/member/t000469_200.jpg,"2269 Rayburn House Office Building, Washington, DC 20515",(202) 225-5076,https://tonko.house.gov/
M001188,Grace Meng,House of Representatives,New York,Democratic,6.0,1975,https://www.congress.gov/img/member/m001188_200.jpg,"2468 Rayburn House Office Building, Washington, DC 20515",(202) 225-2601,https://meng.house.gov
J000294,Hakeem S. Jeffries,House of Representatives,New York,Democratic,8.0,1970,https://www.congress.gov/img/member/j000294_200.jpg,"2267 Rayburn House Office Building, Washington, DC 20515",(202) 225-5936,https://jeffries.house.gov
S001196,Elise M. Stefanik,House of Representatives,New York,Republican,21.0,1984,https://www.congress.gov/img/member/s001196_200.jpg,"2211 Rayburn House Office Building, Washington, DC 20515",(202) 225-4611,https://stefanik.house.gov/
E000297,Adriano Espaillat,House of Representatives,New York,Democratic,13.0,1954,https://www.congress.gov/img/member/e000297_200.jpg,"2332 Rayburn House Office Building, Washington, DC 20515",(202) 225-4365,https://espaillat.house.gov
S001201,Thomas R. Suozzi,House of Representatives,New York,Democratic,3.0,1962,https://www.congress.gov/img/member/116_rp_ny_3_suozzi_thomas_200.jpg,"203 Cannon House Office Building, Washington, DC 20515",(202) 225-3335,https://suozzi.house.gov
T000478,Claudia Tenney,House of Representatives,New York,Republican,24.0,1961,https://www.congress.gov/img/member/t000478_200.jpg,"2230 Rayburn House Office Building, Washington, DC 20515",(202) 225-3665,https://tenney.house.gov/
M001206,Joseph D. Morelle,House of Representatives,New York,Democratic,25.0,1957,https://www.congress.gov/img/member/67ffc962f22eaf56065817bb_200.jpg,"570 Cannon House Office Building, Washington, DC 20515",(202) 225-3615,https://morelle.house.gov
O000172,Alexandria Ocasio-Cortez,House of Representatives,New York,Democratic,14.0,1989,https://www.congress.gov/img/member/o000172_200.jpg,"250 Cannon House Office Building, Washington, DC 20515",(202) 225-3965,https://ocasio-cortez.house.gov/
G000597,Andrew R. Garbarino,House of Representatives,New York,Republican,2.0,1984,https://www.congress.gov/img/member/g000597_200.jpg,"2344 Rayburn House Office Building, Washington, DC 20515",(202) 225-7896,https://garbarino.house.gov
M000317,Nicole Malliotakis,House of Representatives,New York,Republican,11.0,1980,https://www.congress.gov/img/member/m000317_200.jpg,"1124 Longworth House Office Building, Washington, DC 20515",(202) 225-3371,https://malliotakis.house.gov
T000486,Ritchie Torres,House of Representatives,New York,Democratic,15.0,1988,https://www.congress.gov/img/member/t000486_200.jpg,"1414 Longworth House Office Building, Washington, DC 20515",(202) 225-4361,https://ritchietorres.house.gov
R000579,Patrick Ryan,House of Representatives,New York,Democratic,18.0,1982,https://www.congress.gov/img/member/r000579_200.jpg,"1708 Longworth House Office Building, Washington, DC 20515",(202) 225-5614,https://patryan.house.gov/
G000599,Daniel S. Goldman,House of Representatives,New York,Democratic,10.0,1976,https://www.congress.gov/img/member/g000599_200.jpg,"245 Cannon House Office Building, Washington, DC 20515",(202) 225-7944,https://goldman.house.gov
L000598,Nick LaLota,House of Representatives,New York,Republican,1.0,1978,https://www.congress.gov/img/member/l000598_200.jpg,"122 Cannon House Office Building, Washington, DC 20515",(202) 225-3826,https://lalota.house.gov
L000600,Nicholas A. Langworthy,House of Representatives,New York,Republican,23.0,1981,https://www.congress.gov/img/member/680901e76c2e6631263de716_200.jpg,"422 Cannon House Office Building, Washington, DC 20515",(202) 225-3161,https://langworthy.house.gov
L000599,Michael Lawler,House of Representatives,New York,Republican,17.0,1986,https://www.congress.gov/img/member/l000599_200.jpg,"324 Cannon House Office Building, Washington, DC 20515",(202) 225-6506,https://lawler.house.gov
K000402,Timothy M. Kennedy,House of Representatives,New York,Democratic,26.0,1976,https://www.congress.gov/img/member/668e9306658443009a697c8c_200.jpg,"423 Cannon House Office Building, Washington, DC 20515",(202) 225-3306,https://kennedy.house.gov
G000602,Laura Gillen,House of Representatives,New York,Democratic,4.0,1969,https://www.congress.gov/img/member/677427de0b34857ecc9090ad_200.jpg,"428 Cannon House Office Building, Washington, DC 20515",(202) 225-5516,https://gillen.house.gov/
L000606,George Latimer,House of Representatives,New York,Democratic,16.0,1953,https://www.congress.gov/img/member/6774301b0b34857ecc909107_200.jpg,"1507 Longworth House Office Building, Washington, DC 20515",(202) 225-2464,https://latimer.house.gov/
M001231,John W. Mannion,House of Representatives,New York,Democratic,22.0,1968,https://www.congress.gov/img/member/677446860b34857ecc909119_200.jpg,"1516 Longworth House Office Building, Washington, DC 20515",(202) 225-3701,https://mannion.house.gov/
R000622,Josh Riley,House of Representatives,New York,Democratic,19.0,1981,https://www.congress.gov/img/member/67745e360b34857ecc909179_200.jpg,"128 Cannon House Office Building, Washington, DC 20515",(202) 225-5441,https://riley.house.gov/
N000002,Jerrold Nadler,House of Representatives,New York,Democratic,12.0,1947,https://www.congress.gov/img/member/n000002_200.jpg,"2132 Rayburn House Office Building, Washington, DC 20515",(202) 225-5635,https://nadler.house.gov
V000081,Nydia M. Velázquez,House of Representatives,New York,Democratic,7.0,1953,https://www.congress.gov/img/member/v000081_200.jpg,"2302 Rayburn House Office Building, Washington, DC 20515",(202) 225-2361,https://velazquez.house.gov
M001137,Gregory W. Meeks,House of Representatives,New York,Democratic,5.0,1953,https://www.congress.gov/img/member/m001137_200.jpg,"2310 Rayburn House Office Building, Washington, DC 20515",(202) 225-3461,https://meeks.house.gov
F000450,Virginia Foxx,House of Representatives,North Carolina,Republican,5.0,1943,https://www.congress.gov/img/member/116_rp_nc_5_foxx_virginia_200.jpg,"2462 Rayburn House Office Building, Washington, DC 20515",(202) 225-2071,https://foxx.house.gov/
H001067,Richard Hudson,House of Representatives,North Carolina,Republican,9.0,1971,https://www.congress.gov/img/member/h001067_200.jpg,"2112 Rayburn House Office Building, Washington, DC 20515",(202) 225-3715,https://hudson.house.gov
R000603,David Rouzer,House of Representatives,North Carolina,Republican,7.0,1972,https://www.congress.gov/img/member/r000603_200.jpg,"2333 Rayburn House Office Building, Washington, DC 20515",(202) 225-2731,https://rouzer.house.gov/
A000370,Alma S. Adams,House of Representatives,North Carolina,Democratic,12.0,1946,https://www.congress.gov/img/member/a000370_200.jpg,"2436 Rayburn House Office Building, Washington, DC 20515",(202) 225-1510,https://adams.house.gov
M001210,Gregory F. Murphy,House of Representatives,North Carolina,Republican,3.0,1963,https://www.congress.gov/img/member/m001210_200.jpg,"407 Cannon House Office Building, Washington, DC 20515",(202) 225-3415,https://murphy.house.gov
R000305,Deborah K. Ross,House of Representatives,North Carolina,Democratic,2.0,1963,https://www.congress.gov/img/member/r000305_200.jpg,"1221 Longworth House Office Building, Washington, DC 20515",(202) 225-3032,https://ross.house.gov
D000230,Donald G. Davis,House of Representatives,North Carolina,Democratic,1.0,1971,https://www.congress.gov/img/member/d000230_200.jpg,"1123 Longworth House Office Building, Washington, DC 20515",(202) 225-3101,https://dondavis.house.gov
E000246,Chuck Edwards,House of Representatives,North Carolina,Republican,11.0,1960,https://www.congress.gov/img/member/e000246_200.jpg,"1505 Longworth House Office Building, Washington, DC 20515",(202) 225-6401,https://edwards.house.gov
F000477,Valerie P. Foushee,House of Representatives,North Carolina,Democratic,4.0,1956,https://www.congress.gov/img/member/68122e57246d1b6bd8d9f6ab_200.jpg,"2452 Rayburn House Office Building, Washington, DC 20515",(202) 225-1784,https://foushee.house.gov
H001101,Pat Harrigan,House of Representatives,North Carolina,Republican,10.0,1987,https://www.congress.gov/img/member/67742ca40b34857ecc9090d7_200.jpg,"1233 Longworth House Office Building, Washington, DC 20515",(202) 225-2576,https://harrigan.house.gov/
H001102,Mark Harris,House of Representatives,North Carolina,Republican,8.0,1966,https://www.congress.gov/img/member/67742d1b0b34857ecc9090dd_200.jpg,"126 Cannon House Office Building, Washington, DC 20515",(202) 225-1976,https://markharris.house.gov/
K000405,Brad Knott,House of Representatives,North Carolina,Republican,13.0,1986,https://www.congress.gov/img/member/67742fc60b34857ecc909101_200.jpg,"1239 Longworth House Office Building, Washington, DC 20515",(202) 225-4531,https://knott.house.gov/
M001240,Addison P. McDowell,House of Representatives,North Carolina,Republican,6.0,1994,https://www.congress.gov/img/member/67744e930b34857ecc90914f_200.jpg,"1032 Longworth House Office Building, Washington, DC 20515",(202) 225-3065,https://mcdowell.house.gov/
M001236,Tim Moore,House of Representatives,North Carolina,Republican,14.0,1970,https://www.congress.gov/img/member/67744a540b34857ecc909137_200.jpg,"1424 Longworth House Office Building, Washington, DC 20515",(202) 225-5634,https://timmoore.house.gov/
F000482,Julie Fedorchak,House of Representatives,North Dakota,Republican,,1968,https://www.congress.gov/img/member/677426c20b34857ecc90909b_200.jpg,"1607 Longworth House Office Building, Washington, DC 20515",(202) 225-2611,https://fedorchak.house.gov/
K000404,Kimberlyn King-Hinds,House of Representatives,Northern Mariana Islands,Republican,,,https://www.congress.gov/img/member/67742f0a0b34857ecc9090fb_200.jpg,"425 Cannon House Office Building, Washington, DC 20510",(202) 225-2646,https://king-hinds.house.gov/
K000009,Marcy Kaptur,House of Representatives,Ohio,Democratic,9.0,1946,https://www.congress.gov/img/member/k000009_200.jpg,"2314 Rayburn House Office Building, Washington, DC 20515",(202) 225-4146,https://kaptur.house.gov/
T000463,Michael R. Turner,House of Representatives,Ohio,Republican,10.0,1960,https://www.congress.gov/img/member/68014c674e51529406f18e56_200.jpg,"2183 Rayburn House Office Building, Washington, DC 20515",(202) 225-6465,https://turner.house.gov/
J000289,Jim Jordan,House of Representatives,Ohio,Republican,4.0,1964,https://www.congress.gov/img/member/j000289_200.jpg,"2056 Rayburn House Office Building, Washington, DC 20515",(202) 225-2676,https://jordan.house.gov/
L000566,Robert E. Latta,House of Representatives,Ohio,Republican,5.0,1956,https://www.congress.gov/img/member/l000566_200.jpg,"2470 Rayburn House Office Building, Washington, DC 20515",(202) 225-6405,https://latta.house.gov/
B001281,Joyce Beatty,House of Representatives,Ohio,Democratic,3.0,1950,https://www.congress.gov/img/member/b001281_200.jpg,"2079 Rayburn House Office Building, Washington, DC 20515",(202) 225-4324,https://beatty.house.gov
J000295,David P. Joyce,House of Representatives,Ohio,Republican,14.0,1957,https://www.congress.gov/img/member/j000295_200.jpg,"2065 Rayburn House Office Building, Washington, DC 20515",(202) 225-5731,https://joyce.house.gov
D000626,Warren Davidson,House of Representatives,Ohio,Republican,8.0,1970,https://www.congress.gov/img/member/115_rp_oh_8_davidson_warren_200.jpg,"2113 Rayburn House Office Building, Washington, DC 20515",(202) 225-6205,https://davidson.house.gov/
B001306,Troy Balderson,House of Representatives,Ohio,Republican,12.0,1962,https://www.congress.gov/img/member/116_rp_oh_12_balderson_troy_200.jpg,"2429 Rayburn House Office Building, Washington, DC 20515",(202) 225-5355,https://balderson.house.gov
B001313,Shontel M. Brown,House of Representatives,Ohio,Democratic,11.0,1975,https://www.congress.gov/img/member/b001313_200.jpg,"2455 Rayburn House Office Building, Washington, DC 20515",(202) 225-7032,https://shontelbrown.house.gov
C001126,Mike Carey,House of Representatives,Ohio,Republican,15.0,1971,https://www.congress.gov/img/member/c001126_200.jpg,"1433 Longworth House Office Building, Washington, DC 20515",(202) 225-2015,https://carey.house.gov
L000601,Greg Landsman,House of Representatives,Ohio,Democratic,1.0,1976,https://www.congress.gov/img/member/l000601_200.jpg,"2244 Rayburn House Office Building, Washington, DC 20515",(202) 225-2216,https://landsman.house.gov
M001222,Max L. Miller,House of Representatives,Ohio,Republican,7.0,1988,https://www.congress.gov/img/member/680908fb6c2e6631263de71f_200.jpg,"143 Cannon House Office Building, Washington, DC 20515",(202) 225-3876,https://maxmiller.house.gov
S001223,Emilia Strong Sykes,House of Representatives,Ohio,Democratic,13.0,1986,https://www.congress.gov/img/member/s001223_200.jpg,"1217 Longworth House Office Building, Washington, DC 20515",(202) 225-6265,https://sykes.house.gov
R000619,Michael A. Rulli,House of Representatives,Ohio,Republican,6.0,1969,https://www.congress.gov/img/member/668e9425658443009a697c95_200.jpg,"421 Cannon House Office Building, Washington, DC 20515",(202) 225-5705,https://rulli.house.gov
T000490,David J. Taylor,House of Representatives,Ohio,Republican,2.0,1969,https://www.congress.gov/img/member/677460190b34857ecc9091a3_200.jpg,"325 Cannon House Office Building, Washington, DC 20515",(202) 225-3164,https://taylor.house.gov/
C001053,Tom Cole,House of Representatives,Oklahoma,Republican,4.0,1949,https://www.congress.gov/img/member/c001053_200.jpg,"2207 Rayburn House Office Building, Washington, DC 20515",(202) 225-6165,https://cole.house.gov
H001082,Kevin Hern,House of Representatives,Oklahoma,Republican,1.0,1961,https://www.congress.gov/img/member/h001082_200.jpg,"171 Cannon House Office Building, Washington, DC 20515",(202) 225-2211,https://hern.house.gov
B000740,Stephanie I. Bice,House of Representatives,Oklahoma,Republican,5.0,1973,https://www.congress.gov/img/member/b000740_200.jpg,"2402 Rayburn House Office Building, Washington, DC 20515",(202) 225-2132,https://bice.house.gov
B001317,Josh Brecheen,House of Representatives,Oklahoma,Republican,2.0,1979,https://www.congress.gov/img/member/b001317_200.jpg,"351 Cannon House Office Building, Washington, DC 20515",(202) 225-2701,https://brecheen.house.gov
L000491,Frank D. Lucas,House of Representatives,Oklahoma,Republican,3.0,1960,https://www.congress.gov/img/member/116_rp_ok_3_lucas_frank_200.jpg,"2405 Rayburn House Office Building, Washington, DC 20515",(202) 225-5565,https://lucas.house.gov
B001278,Suzanne Bonamici,House of Representatives,Oregon,Democratic,1.0,1954,https://www.congress.gov/img/member/b001278_200.jpg,"2231 Rayburn House Office Building, Washington, DC 20515",(202) 225-0855,https://bonamici.house.gov
B000668,Cliff Bentz,House of Representatives,Oregon,Republican,2.0,1952,https://www.congress.gov/img/member/b000668_200.jpg,"409 Cannon House Office Building, Washington, DC 20515",(202) 225-6730,https://bentz.house.gov
H001094,Val T. Hoyle,House of Representatives,Oregon,Democratic,4.0,1964,https://www.congress.gov/img/member/h001094_200.jpg,"1620 Longworth House Office Building, Washington, DC 20515",(202) 225-6416,https://hoyle.house.gov
S001226,Andrea Salinas,House of Representatives,Oregon,Democratic,6.0,1969,https://www.congress.gov/img/member/s001226_200.jpg,"403 Cannon House Office Building, Washington, DC 20515",(202) 225-5643,https://salinas.house.gov
B001326,Janelle S. Bynum,House of Representatives,Oregon,Democratic,5.0,1975,https://www.congress.gov/img/member/677423150b34857ecc909059_200.jpg,"1508 Longworth House Office Building, Washington, DC 20515",(202) 225-5711,https://bynum.house.gov/
D000635,Maxine Dexter,House of Representatives,Oregon,Democratic,3.0,1972,https://www.congress.gov/img/member/677425260b34857ecc90907d_200.jpg,"1207 Longworth House Office Building, Washington, DC 20515",(202) 225-4811,https://dexter.house.gov/
T000467,Glenn Thompson,House of Representatives,Pennsylvania,Republican,15.0,1959,https://www.congress.gov/img/member/115_rp_pa_5_thompson_glenn_200.jpg,"400 Cannon House Office Building, Washington, DC 20515",(202) 225-5121,https://thompson.house.gov
K000376,Mike Kelly,House of Representatives,Pennsylvania,Republican,16.0,1948,https://www.congress.gov/img/member/k000376_200.jpg,"1707 Longworth House Office Building, Washington, DC 20515",(202) 225-5406,https://kelly.house.gov
P000605,Scott Perry,House of Representatives,Pennsylvania,Republican,10.0,1962,https://www.congress.gov/img/member/677ec7d3514c773869b6b915_200.jpg,"2160 Rayburn House Office Building, Washington, DC 20515",(202) 225-5836,https://perry.house.gov/
B001296,Brendan F. Boyle,House of Representatives,Pennsylvania,Democratic,2.0,1977,https://www.congress.gov/img/member/115_rp_pa_13_boyle_brendan_200.jpg,"1502 Longworth House Office Building, Washington, DC 20515",(202) 225-6111,https://boyle.house.gov/
E000296,Dwight Evans,House of Representatives,Pennsylvania,Democratic,3.0,1954,https://www.congress.gov/img/member/115_rp_pa_2_evans_dwight_200.jpg,"1105 Longworth House Office Building, Washington, DC 20515",(202) 225-4001,https://evans.house.gov/
F000466,Brian K. Fitzpatrick,House of Representatives,Pennsylvania,Republican,1.0,1973,https://www.congress.gov/img/member/116_rp_pa_1_fitzpatrick_brian_200.jpg,"271 Cannon House Office Building, Washington, DC 20515",(202) 225-4276,https://fitzpatrick.house.gov/
S001199,Lloyd Smucker,House of Representatives,Pennsylvania,Republican,11.0,1964,https://www.congress.gov/img/member/s001199_200.jpg,"302 Cannon House Office Building, Washington, DC 20515",(202) 225-2411,https://smucker.house.gov/
S001205,Mary Gay Scanlon,House of Representatives,Pennsylvania,Democratic,5.0,1959,https://www.congress.gov/img/member/116_rp_pa_5_scanlon_mary_200.jpg,"1214 Longworth House Office Building, Washington, DC 20515",(202) 225-2011,https://scanlon.house.gov/
D000631,Madeleine Dean,House of Representatives,Pennsylvania,Democratic,4.0,1959,https://www.congress.gov/img/member/d000631_200.jpg,"150 Cannon House Office Building, Washington, DC 20515",(202) 225-4731,https://dean.house.gov
H001085,Chrissy Houlahan,House of Representatives,Pennsylvania,Democratic,6.0,1967,https://www.congress.gov/img/member/681bc0e6b763f94d6e471f50_200.jpg,"1727 Longworth House Office Building, Washington, DC 20515",(202) 225-4315,https://houlahan.house.gov/
J000302,John Joyce,House of Representatives,Pennsylvania,Republican,13.0,1957,https://www.congress.gov/img/member/j000302_200.jpg,"2102 Rayburn House Office Building, Washington, DC 20515",(202) 225-2431,https://johnjoyce.house.gov/
M001204,Daniel Meuser,House of Representatives,Pennsylvania,Republican,9.0,1964,https://www.congress.gov/img/member/6776ebbf4f8a93753830ca7d_200.jpg,"350 Cannon House Office Building, Washington, DC 20515",(202) 225-6511,https://meuser.house.gov
R000610,Guy Reschenthaler,House of Representatives,Pennsylvania,Republican,14.0,1983,https://www.congress.gov/img/member/r000610_200.jpg,"2209 Rayburn House Office Building, Washington, DC 20515",(202) 225-2065,https://reschenthaler.house.gov/
D000530,Christopher R. Deluzio,House of Representatives,Pennsylvania,Democratic,17.0,1984,https://www.congress.gov/img/member/d000530_200.jpg,"1222 Longworth House Office Building, Washington, DC 20515",(202) 225-2301,https://deluzio.house.gov
L000602,Summer L. Lee,House of Representatives,Pennsylvania,Democratic,12.0,1987,https://www.congress.gov/img/member/l000602_200.jpg,"2437 Rayburn House Office Building, Washington, DC 20515",(202) 225-2135,https://summerlee.house.gov
B001327,"Robert P. Bresnahan, Jr.",House of Representatives,Pennsylvania,Republican,8.0,1990,https://www.congress.gov/img/member/6774236f0b34857ecc90905f_200.jpg,"1133 Longworth House Office Building, Washington, DC 20515",(202) 225-5546,https://bresnahan.house.gov/
M001230,Ryan Mackenzie,House of Representatives,Pennsylvania,Republican,7.0,1982,https://www.congress.gov/img/member/677430a40b34857ecc909113_200.jpg,"121 Cannon House Office Building, Washington, DC 20515",(202) 225-6411,https://mackenzie.house.gov/
H001103,Pablo José Hernández,House of Representatives,Puerto Rico,Democratic,,1991,https://www.congress.gov/img/member/67742d980b34857ecc9090e3_200.jpg,"1419 Longworth House Office Building, Washington, DC 20510",(202) 225-2615,https://hernandez.house.gov/
M001223,Seth Magaziner,House of Representatives,Rhode Island,Democratic,2.0,1983,https://www.congress.gov/img/member/m001223_200.jpg,"252 Cannon House Office Building, Washington, DC 20515",(202) 225-2735,https://magaziner.house.gov
A000380,Gabe Amo,House of Representatives,Rhode Island,Democratic,1.0,1987,https://www.congress.gov/img/member/669ace45fa2fb0d731226768_200.jpg,"1119 Longworth House Office Building, Washington, DC 20515",(202) 225-4911,https://amo.house.gov
W000795,Joe Wilson,House of Representatives,South Carolina,Republican,2.0,1947,https://www.congress.gov/img/member/116_rp_sc_2_wilson_joe_200.jpg,"1436 Longworth House Office Building, Washington, DC 20515",(202) 225-2452,https://joewilson.house.gov/
N000190,Ralph Norman,House of Representatives,South Carolina,Republican,5.0,1953,https://www.congress.gov/img/member/n000190_200.jpg,"569 Cannon House Office Building, Washington, DC 20515",(202) 225-5501,https://norman.house.gov
T000480,William R. Timmons IV,House of Representatives,South Carolina,Republican,4.0,1984,https://www.congress.gov/img/member/t000480_200.jpg,"267 Cannon House Office Building, Washington, DC 20515",(202) 225-6030,https://timmons.house.gov/
M000194,Nancy Mace,House of Representatives,South Carolina,Republican,1.0,1977,https://www.congress.gov/img/member/m000194_200.jpg,"1728 Longworth House Office Building, Washington, DC 20515",(202) 225-3176,https://mace.house.gov
F000478,Russell Fry,House of Representatives,South Carolina,Republican,7.0,1985,https://www.congress.gov/img/member/f000478_200.jpg,"345 Cannon House Office Building, Washington, DC 20515",(202) 225-9895,https://fry.house.gov
B001325,Sheri Biggs,House of Representatives,South Carolina,Republican,3.0,1970,https://www.congress.gov/img/member/677422990b34857ecc909052_200.jpg,"1530 Longworth House Office Building, Washington, DC 20515",(202) 225-5301,https://sheribiggs.house.gov/
C000537,James E. Clyburn,House of Representatives,South Carolina,Democratic,6.0,1940,https://www.congress.gov/img/member/c000537_200.jpg,"274 Cannon House Office Building, Washington, DC 20515",(202) 225-3315,https://clyburn.house.gov/
J000301,Dusty Johnson,House of Representatives,South Dakota,Republican,,1976,https://www.congress.gov/img/member/j000301_200.jpg,"1714 Longworth House Office Building, Washington, DC 20515",(202) 225-2801,https://dustyjohnson.house.gov/
C001068,Steve Cohen,House of Representatives,Tennessee,Democratic,9.0,1949,https://www.congress.gov/img/member/c001068_200.jpg,"2268 Rayburn House Office Building, Washington, DC 20515",(202) 225-3265,https://cohen.house.gov/
F000459,"Charles J. ""Chuck"" Fleischmann",House of Representatives,Tennessee,Republican,3.0,1962,https://www.congress.gov/img/member/f000459_200.jpg,"2187 Rayburn House Office Building, Washington, DC 20515",(202) 225-3271,https://fleischmann.house.gov/
D000616,Scott DesJarlais,House of Representatives,Tennessee,Republican,4.0,1964,https://www.congress.gov/img/member/d000616_200.jpg,"2304 Rayburn House Office Building, Washington, DC 20515",(202) 225-6831,https://desjarlais.house.gov/
K000392,David Kustoff,House of Representatives,Tennessee,Republican,8.0,1966,https://www.congress.gov/img/member/116_rp_tn_8_kustoff_david_200.jpg,"560 Cannon House Office Building, Washington, DC 20515",(202) 225-4714,https://kustoff.house.gov
B001309,Tim Burchett,House of Representatives,Tennessee,Republican,2.0,1964,https://www.congress.gov/img/member/b001309_200.jpg,"1122 Longworth House Office Building, Washington, DC 20515",(202) 225-5435,https://burchett.house.gov
G000590,Mark E. Green,House of Representatives,Tennessee,Republican,7.0,1964,https://www.congress.gov/img/member/g000590_200.jpg,,,
R000612,John W. Rose,House of Representatives,Tennessee,Republican,6.0,1965,https://www.congress.gov/img/member/r000612_200.jpg,"2238 Rayburn House Office Building, Washington, DC 20515",(202) 225-4231,https://johnrose.house.gov/
H001086,Diana Harshbarger,House of Representatives,Tennessee,Republican,1.0,1960,https://www.congress.gov/img/member/h001086_200.jpg,"167 Cannon House Office Building, Washington, DC 20515",(202) 225-6356,https://harshbarger.house.gov
O000175,Andrew Ogles,House of Representatives,Tennessee,Republican,5.0,1971,https://www.congress.gov/img/member/o000175_200.jpg,"151 Cannon House Office Building, Washington, DC 20515",(202) 225-4311,https://ogles.house.gov
C001051,John R. Carter,House of Representatives,Texas,Republican,31.0,1941,https://www.congress.gov/img/member/c001051_200.jpg,"2208 Rayburn House Office Building, Washington, DC 20515",(202) 225-3864,https://carter.house.gov/
G000553,Al Green,House of Representatives,Texas,Democratic,9.0,1947,https://www.congress.gov/img/member/116_rp_tx_9_green_al_200.jpg,"2347 Rayburn House Office Building, Washington, DC 20515",(202) 225-7508,https://algreen.house.gov
M001157,Michael T. McCaul,House of Representatives,Texas,Republican,10.0,1962,https://www.congress.gov/img/member/116_rp_tx_10_mccaul_michael_200.jpg,"2300 Rayburn House Office Building, Washington, DC 20515",(202) 225-2401,https://mccaul.house.gov
C001063,Henry Cuellar,House of Representatives,Texas,Democratic,28.0,1955,https://www.congress.gov/img/member/116_rp_tx_28_cuellar_henry_200.jpg,"2308 Rayburn House Office Building, Washington, DC 20515",(202) 225-1640,https://cuellar.house.gov/
W000814,"Randy K. Weber, Sr.",House of Representatives,Texas,Republican,14.0,1953,https://www.congress.gov/img/member/w000814_200.jpg,"107 Cannon House Office Building, Washington, DC 20515",(202) 225-2831,https://weber.house.gov
C001091,Joaquin Castro,House of Representatives,Texas,Democratic,20.0,1974,https://www.congress.gov/img/member/c001091_200.jpg,"2241 Rayburn House Office Building, Washington, DC 20515",(202) 225-3236,https://castro.house.gov
W000816,Roger Williams,House of Representatives,Texas,Republican,25.0,1949,https://www.congress.gov/img/member/w000816_200.jpg,"2336 Rayburn House Office Building, Washington, DC 20515",(202) 225-9896,https://williams.house.gov
V000131,Marc A. Veasey,House of Representatives,Texas,Democratic,33.0,1971,https://www.congress.gov/img/member/v000131_200.jpg,"2186 Rayburn House Office Building, Washington, DC 20515",(202) 225-9897,https://veasey.house.gov
B001291,Brian Babin,House of Representatives,Texas,Republican,36.0,1948,https://www.congress.gov/img/member/b001291_200.jpg,"2236 Rayburn House Office Building, Washington, DC 20515",(202) 225-1555,https://babin.house.gov
A000375,Jodey C. Arrington,House of Representatives,Texas,Republican,19.0,1972,https://www.congress.gov/img/member/115_rp_tx_19_arrington_jodey_200.jpg,"1111 Longworth House Office Building, Washington, DC 20515",(202) 225-4005,https://arrington.house.gov
G000581,Vicente Gonzalez,House of Representatives,Texas,Democratic,34.0,1967,https://www.congress.gov/img/member/115_rp_tx_15_gonzalez_vicente_200.jpg,"1201 Longworth House Office Building, Washington, DC 20515",(202) 225-2531,https://gonzalez.house.gov
C001115,Michael Cloud,House of Representatives,Texas,Republican,27.0,1975,https://www.congress.gov/img/member/115_rp_tx_27_cloud_michael_200.jpg,"304 Cannon House Office Building, Washington, DC 20515",(202) 225-7742,https://cloud.house.gov
C001120,Dan Crenshaw,House of Representatives,Texas,Republican,2.0,1984,https://www.congress.gov/img/member/c001120_200.jpg,"248 Cannon House Office Building, Washington, DC 20515",(202) 225-6565,https://crenshaw.house.gov/
